store_id,philly,after_tax_dummy,soda_quantity,soda_price,income_rescale,distance_border_outside
37,1,0,27765.80385397948,4.966401071247394,.39128959,0
37,1,1,53514.90711296929,5.922782479247285,.39128959,0
38,0,0,12012.43481548016,4.02168348187115,.87596399,2.7257371
38,0,1,12112.98043395148,4.218029460383372,.87596399,2.7257371
39,1,0,18759.65961192204,3.892544095940068,.1421978,0
39,1,1,11068.74888034397,5.540494946204126,.1421978,0
40,0,0,16768.92116286204,5.406377475959464,1.0035503,24.377918
40,0,1,17224.74445758396,5.509907812832131,1.0035503,24.377918
41,0,0,238996.0520238143,2.963056724667415,1.1162833,14.933352
41,0,1,234793.5384957631,3.173917514998983,1.1162833,14.933352
42,0,0,16025.14038170301,5.404931801174266,1.3164848,7.1394839
42,0,1,15261.68664957682,5.550963809817201,1.3164848,7.1394839
43,0,0,24966.91768931425,3.691209870706259,.89850599,3.8553581
43,0,1,21393.87956728405,3.810931961792004,.89850599,3.8553581
44,0,0,13326.04808319532,5.739964851034949,.95309949,2.447336
44,0,1,12504.32888899909,5.795600320088367,.95309949,2.447336
45,0,0,15933.92308165477,6.096195199652216,1.5591861,8.1431341
45,0,1,13800.20222354465,6.264724132729073,1.5591861,8.1431341
46,1,0,6271.569802687718,5.012759792905015,.50287491,0
46,1,1,5940.284443664551,6.562580161396828,.50287491,0
47,0,0,4856.099999171037,4.133724266090072,.60488987,3.949137
47,0,1,3143.106665420532,4.279947109975748,.60488987,3.949137
48,0,0,4800.788461831899,5.485439664361855,1.5663275,10.677087
48,0,1,7481.248890007867,5.692658776086238,1.5663275,10.677087
49,1,0,1641.034228765048,6.186387161580989,.030744566,0
49,1,1,1845.28644396464,7.409226793547472,.030744566,0
50,0,0,213614.6801005877,2.812184359267121,.62983143,.44458142
50,0,1,925837.7377232022,2.943573313447026,.62983143,.44458142
51,0,0,1588.007691823519,6.210986495877687,1.1247661,9.2550344
51,0,1,1299.013330841065,6.577718143827386,1.1247661,9.2550344
52,0,0,14890.89424070945,5.369737503745664,1.475664,1.4308559
52,0,1,13706.72222387526,5.56206060981171,1.475664,1.4308559
53,0,0,3878.188463577857,3.661501830228819,.8697049,8.5993004
53,0,1,3538.048888821072,3.808073163943158,.8697049,8.5993004
54,0,0,1413.569230666527,7.647937605444056,1.276069,1.9742528
54,0,1,954.9688884311253,7.749997559934855,1.276069,1.9742528
55,0,0,7110.309617519379,4.357953616453765,1.162907,6.7652726
55,0,1,5434.526669650608,4.579141805238194,1.162907,6.7652726
56,0,0,2974.500000476837,5.077365514428283,1.2719352,10.698709
56,0,1,2992.231111780803,5.187009616692861,1.2719352,10.698709
57,0,0,389055.7684788704,2.848841694347636,.37349945,2.9360301
57,0,1,379488.4732563866,3.049695328656687,.37349945,2.9360301
58,0,0,18281.03461019809,6.417011018779774,.97904533,5.8074188
58,0,1,17530.5466709137,6.424454965183719,.97904533,5.8074188
59,0,0,13775.93076676589,6.184232369101105,2.0076442,5.6769776
59,0,1,13598.44667006599,6.275797531774474,2.0076442,5.6769776
60,0,0,125160.1694234059,3.038687977510003,1.1314373,4.4739151
60,0,1,137942.993611855,3.141037243909927,1.1314373,4.4739151
61,0,0,8930.390002250671,3.64514182948579,.88556874,6.0483384
61,0,1,6997.104883872138,3.951855101188024,.88556874,6.0483384
62,0,0,16083.50769402431,3.200207542368354,.75935769,2.7526314
62,0,1,14294.66177548303,3.261171129966776,.75935769,2.7526314
63,0,0,11990.13846588135,3.523328946769023,.95309949,2.4615176
63,0,1,10714.36222402785,3.686069468778927,.95309949,2.4615176
64,1,0,12410.90479828761,2.848988754710613,.15993887,0
64,1,1,8231.83177019755,3.986435682657692,.15993887,0
65,0,0,112303.1461146428,2.291798059506199,.54746646,5.8002658
65,0,1,160770.0978580051,2.396835354022268,.54746646,5.8002658
66,1,0,7686.172877238347,3.310403609817093,.14854637,0
66,1,1,6288.842662726508,4.834763043622176,.14854637,0
67,0,0,12020.53847320263,5.894432485802099,.58118188,15.276572
67,0,1,10872.20666296217,6.07055201921612,.58118188,15.276572
68,1,0,3094.735773379986,3.747879821556405,.82039255,0
68,1,1,2435.438745880127,5.094330481626093,.82039255,0
69,0,0,12419.55287837982,7.417504975214028,.91220564,7.4894748
69,0,1,11662.50688641866,7.565518955741491,.91220564,7.4894748
70,0,0,19971.85267631824,3.311991066636088,.48820433,3.2104881
70,0,1,23503.95335673226,3.39557753519362,.48820433,3.2104881
71,0,0,11430.70942269839,3.533682243397029,1.0082281,5.1472907
71,0,1,10764.01244328817,3.660108113506188,1.0082281,5.1472907
72,0,0,254762.1878447166,2.90442673169869,1.361539,9.6513748
72,0,1,243971.3450606452,3.121615995063136,1.361539,9.6513748
73,1,0,21615.75002607932,6.26723367593681,.74661869,0
73,1,1,17482.37110515171,7.956906470014817,.74661869,0
74,0,0,119814.6846169692,2.721548118570354,.79590338,3.9234736
74,0,1,181701.5377675374,2.792130831272031,.79590338,3.9234736
75,1,0,13810.66288258479,3.869683752015519,.41968817,0
75,1,1,13744.80533760918,5.313796800230112,.41968817,0
76,0,0,3004.203848545368,5.12988818802226,2.1512744,9.3643723
76,0,1,2882.915554470486,5.282985098328855,2.1512744,9.3643723
77,0,0,315673.4321356186,2.845155620940204,.95995045,1.410002
77,0,1,479336.7305931939,3.014248790049977,.95995045,1.410002
78,1,0,276553.5931195846,2.948348178465564,.69966245,0
78,1,1,97667.4068906996,5.073330085654743,.69966245,0
79,0,0,17296.07883772483,4.001117515950822,.92986709,6.4628983
79,0,1,14385.16844262017,4.048544806893915,.92986709,6.4628983
80,0,0,11449.66693126238,3.649748876959515,1.2455407,10.60266
80,0,1,8739.173332129585,3.785127885701756,1.2455407,10.60266
81,1,0,13102.94173031587,5.419925254465152,.98803121,0
81,1,1,10751.0015619066,6.87380213809924,.98803121,0
82,0,0,9660.50000685912,5.911317912091572,.83454478,5.6193695
82,0,1,8669.7644402398,6.047808214753038,.83454478,5.6193695
83,0,0,106978.8319709118,3.093094452011148,1.1247661,9.2327433
83,0,1,99345.79097459582,3.218754751095548,1.1247661,9.2327433
84,0,0,12232.45577383041,6.237950213360959,1.4233593,15.31768
84,0,1,11988.64222433302,6.148075095088117,1.4233593,15.31768
85,0,0,3067.656922954779,8.37746634764167,2.0076442,5.847517
85,0,1,2957.932443915473,8.616625873910056,2.0076442,5.847517
86,0,0,14157.47383843935,3.142532279607482,1.0135114,9.2919798
86,0,1,9742.641778596242,3.191868590625624,1.0135114,9.2919798
87,0,0,16446.74808894671,5.748493424652574,.86182338,4.8780799
87,0,1,15008.39779637655,5.804517048142023,.86182338,4.8780799
88,1,0,3173.375769761893,5.091150478853915,.3884508,0
88,1,1,4481.013550270928,6.527366086426708,.3884508,0
89,0,0,23395.15462398529,3.584282220162165,1.0135554,2.5913951
89,0,1,17289.87200520833,3.646517893356374,1.0135554,2.5913951
90,0,0,114818.8172411185,3.047907585869185,1.4522976,8.497777
90,0,1,93840.43999769422,3.205711728730239,1.4522976,8.497777
91,0,0,441288.5935053092,2.884444263283513,.74868411,2.9758699
91,0,1,419573.3591201782,3.136185427008766,.74868411,2.9758699
92,0,0,15445.2809703075,3.062756272794034,.16342615,7.1970506
92,0,1,16754.91556197272,3.176798799437367,.16342615,7.1970506
93,0,0,21375.59807120837,3.274767502900571,.57062334,1.9689826
93,0,1,19310.70533994039,3.375993776807769,.57062334,1.9689826
94,0,0,10973.97154026765,3.946296414987256,.76556027,1.8278706
94,0,1,12064.38044953876,4.046646000693242,.76556027,1.8278706
95,1,0,1746.55230819262,5.261921618993465,.71772873,0
95,1,1,1408.519107606676,6.727521420021852,.71772873,0
96,0,0,289491.7818333919,2.940087312855982,1.7517346,10.610705
96,0,1,276482.2001706865,3.175381396390084,1.7517346,10.610705
97,0,0,20171.42923908967,3.70266476722855,1.037348,2.9800944
97,0,1,17935.35867161221,3.814056413615536,1.037348,2.9800944
98,1,0,25220.64040822249,5.886689892576005,.6867131,0
98,1,1,19879.48000751072,7.684782406004767,.6867131,0
99,1,0,4465.966344209818,5.014853463579829,.56890827,0
99,1,1,2670.334667375353,6.323882689980221,.56890827,0
100,0,0,2009.169231561514,4.832905827949826,.70367223,15.750796
100,0,1,1395.422220272488,5.009046762519413,.70367223,15.750796
101,0,0,16453.49041051131,5.439265916643378,.48619905,10.347523
101,0,1,17943.60443221198,5.564277890821298,.48619905,10.347523
102,0,0,10977.28461683713,5.384810281057771,1.4525707,4.5713663
102,0,1,9582.651113340589,5.48219113652077,1.4525707,4.5713663
103,1,0,26501.84309511918,5.49684341223194,.90461212,0
103,1,1,22056.36888855828,6.939028690073853,.90461212,0
104,0,0,6831.686528572669,3.418678534933581,.27496353,6.1953897
104,0,1,3326.321111128065,3.575116528984573,.27496353,6.1953897
105,0,0,14366.47962276752,3.634547094612991,1.0329292,4.5956154
105,0,1,10490.85111541748,3.710338270005822,1.0329292,4.5956154
106,0,0,2733.07884656466,4.617408830385942,.93593037,4.0501404
106,0,1,2671.351110458374,4.824025546593798,.93593037,4.0501404
107,1,0,12417.79364626224,2.923121609725058,.48801959,0
107,1,1,7460.247340011597,3.938981137880021,.48801959,0
108,0,0,4441.517306181101,3.719607718181438,.88087243,3.1312943
108,0,1,4198.897775819567,3.87437411699858,.88087243,3.1312943
109,1,0,14677.74039462897,6.411263583013072,.28250512,0
109,1,1,14992.66890195211,8.289389262017277,.28250512,0
110,0,0,1598.519230108995,6.972708897235302,1.7936114,9.3329105
110,0,1,1355.924445173476,7.283745290338993,1.7936114,9.3329105
111,0,0,14025.86924604269,5.17992479644286,.58909982,1.2811469
111,0,1,13602.5800116645,5.490148046053946,.58909982,1.2811469
112,0,0,792.6730760427622,7.497294375243095,1.7941619,4.5379558
112,0,1,739.315554385715,7.524648621512783,1.7941619,4.5379558
113,0,0,17617.42501291862,3.843280165026394,1.2096351,5.3723388
113,0,1,15596.55111605326,3.944125226698816,1.2096351,5.3723388
114,0,0,8752.698467621436,3.813568554155959,1.2620834,1.3597372
114,0,1,11548.40355966356,3.788406642588476,1.2620834,1.3597372
115,0,0,307247.4733906159,2.825329474917873,1.3273246,10.075429
115,0,1,300900.9648871104,3.001412178824345,1.3273246,10.075429
116,0,0,985.7730774512657,6.99063156473522,1.1162833,14.933352
116,0,1,753.1955546061198,7.222416360841857,1.1162833,14.933352
117,0,0,462881.4711322051,2.72348669328382,1.0135114,9.1111898
117,0,1,384797.4333743625,2.920084825813279,1.0135114,9.1111898
118,1,0,11178.17499138759,4.423512833595921,.82178754,0
118,1,1,7392.501108635796,5.92558198382871,.82178754,0
119,0,0,24447.26733121505,5.198832620624811,.97904533,5.8074188
119,0,1,22980.07599220276,5.446179580672955,.97904533,5.8074188
120,0,0,16081.58654975891,5.767951516846481,1.475664,1.4308559
120,0,1,13255.82666261461,5.93545756302774,1.475664,1.4308559
121,0,0,27469.51154540135,5.937200955849571,1.037348,3.0195742
121,0,1,22640.24001146952,6.117487965813941,1.037348,3.0195742
122,0,0,2344.251922167265,4.08471965445922,.62943614,5.9943347
122,0,1,2047.444445037842,4.169404117763042,.62943614,5.9943347
123,0,0,22887.20000813558,4.824929466542716,.69549853,7.513062
123,0,1,21306.37111803691,5.199123813915584,.69549853,7.513062
124,0,0,17521.78558327601,2.647797941615304,.67193288,3.1045825
124,0,1,16980.73044039408,2.759449507823835,.67193288,3.1045825
125,1,0,4869.319224614364,4.272272332607267,.62037283,0
125,1,1,4294.276215998331,5.740953767589397,.62037283,0
126,1,0,57059.57730106207,3.547860501482529,.32761925,0
126,1,1,37351.59775420295,4.981984499544099,.32761925,0
127,1,0,8053.25979757309,5.282461512386083,.14418918,0
127,1,1,10136.5331132253,6.38526501711458,.14418918,0
128,0,0,23375.19057545295,3.53800964164279,.96143711,5.5151734
128,0,1,22919.26377016703,3.705895243652372,.96143711,5.5151734
129,0,0,10906.02308053237,6.048849471504441,.83454478,5.6193695
129,0,1,9969.768890677558,6.164322464354337,.83454478,5.6193695
130,1,0,14373.53078196599,3.942186624503497,.50321043,0
130,1,1,13675.72442436218,5.321634434039394,.50321043,0
131,1,0,6436.330771226149,6.173452114578909,.88196051,0
131,1,1,4807.724444029066,7.635493479834663,.88196051,0
132,1,0,2322.576537499061,5.377586379360694,.48110196,0
132,1,1,2381.631550937229,6.971879309001896,.48110196,0
133,0,0,17456.79037948755,3.437427756824316,.85043871,14.559474
133,0,1,19110.29552930196,3.600437694705195,.85043871,14.559474
134,0,0,20525.83905399763,2.72913041686675,.76641297,1.8532532
134,0,1,34834.07182057699,2.819912767917332,.76641297,1.8532532
135,0,0,13629.80578664633,5.113039023493632,1.0176888,9.3878403
135,0,1,14887.38224258423,5.189284092912244,1.0176888,9.3878403
136,0,0,20753.26539366062,4.838627292398507,.60358775,2.8001432
136,0,1,16773.25333078172,5.310806871609142,.60358775,2.8001432
137,0,0,27113.03385738226,3.16009222158195,.82832158,3.3139956
137,0,1,24408.62045203315,3.215703697055061,.82832158,3.3139956
138,0,0,11557.51154415424,5.271691431076481,.9187867,11.315104
138,0,1,10497.9577832116,5.324769601888127,.9187867,11.315104
139,0,0,548251.7205246045,2.905203289092102,1.4500768,2.9925482
139,0,1,519387.2167686463,3.124179371863849,1.4500768,2.9925482
140,0,0,16829.74038879688,5.852350602714488,1.475664,1.4308559
140,0,1,13834.85111011929,6.24729371799363,1.475664,1.4308559
141,0,0,2770.342305696928,3.909571249826023,.80185401,3.8218269
141,0,1,2431.60444293552,4.096029796011539,.80185401,3.8218269
142,1,0,13421.25577728565,5.167443947329257,.80181217,0
142,1,1,11809.38444430033,6.684972784698767,.80181217,0
143,1,0,3984.710574443524,6.360882969071659,0,0
143,1,1,5112.139112218221,8.375715096543233,0,0
144,1,0,3033.184611210456,4.905403019287265,.14045554,0
144,1,1,2490.653329891629,6.36748248429762,.14045554,0
145,0,0,19303.3931007752,3.597194498969027,.87830913,11.868547
145,0,1,13535.72711406284,3.787736080066922,.87830913,11.868547
146,1,0,16123.46790867585,3.086622504830862,.14077726,0
146,1,1,14899.06555633545,4.542368467845437,.14077726,0
147,0,0,4340.154609533457,4.21786974155559,.53048462,1.3096974
147,0,1,3678.851558378008,4.466421491818296,.53048462,1.3096974
148,1,0,16941.94040067379,5.386954449905226,.35320508,0
148,1,1,18349.06667590671,7.19966344823026,.35320508,0
149,0,0,7070.688465045048,3.39657306843079,.88818157,13.49532
149,0,1,5293.295111592611,3.497295886567897,.88818157,13.49532
150,0,0,36006.69865036011,2.641508872450616,.83048928,14.745978
150,0,1,30357.39579599168,2.639417978727983,.83048928,14.745978
151,0,0,650523.3219200647,2.981133089363889,1.0614802,4.9167213
151,0,1,636602.0900598738,3.211543562184993,1.0614802,4.9167213
152,0,0,9282.021161006047,6.504207648104057,1.2608629,2.302671
152,0,1,8429.55334048801,7.050288330308265,1.2608629,2.302671
153,0,0,12564.66155363963,5.431345221120864,.77168787,2.33971
153,0,1,9898.397787772285,5.715952623407873,.77168787,2.33971
154,0,0,3994.421154499054,4.72388138417871,.88841099,17.242159
154,0,1,3106.664444266425,4.833013218061792,.88841099,17.242159
155,0,0,6080.352499815134,4.292604077929774,.37349945,3.4185371
155,0,1,4766.864000023736,4.474419308453799,.37349945,3.4185371
156,0,0,9078.282695036669,4.536686468376922,.92083919,6.7868433
156,0,1,8991.064437357585,4.716706590933932,.92083919,6.7868433
157,0,0,4720.465377110701,3.308766094537882,.68839365,3.7983394
157,0,1,3803.508892610338,3.439339003298018,.68839365,3.7983394
158,0,0,1164.834614827083,6.78105678409338,.85102493,15.274208
158,0,1,784.0577784220378,7.086001297500398,.85102493,15.274208
159,1,0,17670.82885481761,4.397972437194907,.50865018,0
159,1,1,13152.32444852193,6.30495610381994,.50865018,0
160,0,0,4751.182305849516,4.52962674988577,2.2277527,12.485076
160,0,1,4140.196217854817,4.683274767465061,2.2277527,12.485076
161,1,0,5213.204611338102,4.385904046277014,.68611574,0
161,1,1,3917.958660973443,5.948126829374168,.68611574,0
162,1,0,9857.549612302046,3.720691293478012,.55386889,0
162,1,1,6041.642891099718,5.337237077082197,.55386889,0
163,0,0,14826.19421991935,4.650489289976226,.52977711,1.4250758
163,0,1,11509.91015461133,4.868973351585177,.52977711,1.4250758
164,0,0,18308.64826360116,3.915963582712441,.91741061,6.7026858
164,0,1,16029.86132956611,3.974895314520432,.91741061,6.7026858
165,1,0,14322.04615493921,6.197083191301387,.6867131,0
165,1,1,12041.68666648865,8.030906881392003,.6867131,0
166,0,0,209525.4098001627,3.132629757012182,1.8766719,22.716877
166,0,1,196229.656273863,3.355925816425588,1.8766719,22.716877
167,1,0,9417.46076312432,5.11624644877604,.56431061,0
167,1,1,6727.939328638712,6.619766224855751,.56431061,0
168,0,0,9028.690187637623,4.319033672567457,.6196264,4.2330265
168,0,1,7989.760890960693,4.298337453086343,.6196264,4.2330265
169,0,0,1522.221153405997,6.641938046050759,1.7936114,9.3228559
169,0,1,1197.631109703912,6.76850278907352,1.7936114,9.3228559
170,1,0,16975.86674543528,3.690808222566445,.15800111,0
170,1,1,13388.86331693861,5.059019277865688,.15800111,0
171,0,0,9485.886540632982,4.831397081385008,2.3675368,1.3918958
171,0,1,8750.565776824951,4.980916119149575,2.3675368,1.3918958
172,1,0,4724.961541836078,5.599352376151588,.90030372,0
172,1,1,4811.44888949924,7.071368992245859,.90030372,0
173,0,0,143399.9381034558,2.849961377524148,1.4370297,3.5284581
173,0,1,152882.2353933122,3.040402168236,1.4370297,3.5284581
174,0,0,15569.4096159935,5.668730268451887,1.5145262,13.004464
174,0,1,14226.71110606723,5.759907683274812,1.5145262,13.004464
175,1,0,7643.761353602777,3.823267493414908,.274764,0
175,1,1,7729.405780877008,5.280839995312272,.274764,0
176,1,0,7430.407495241899,4.596040432717508,.19431584,0
176,1,1,7114.328211551242,6.047381777585381,.19431584,0
177,1,0,21689.61154879057,6.708794299925033,.74661869,0
177,1,1,21655.74890789456,8.409520437630514,.74661869,0
178,0,0,7233.141730455251,4.541337934465935,.97904533,5.8923531
178,0,1,6524.441998757256,4.74483711798158,.97904533,5.8923531
179,0,0,282201.762312559,2.776844365895018,.57345581,6.7734966
179,0,1,263673.3381465912,2.957252460394779,.57345581,6.7734966
180,1,0,2970.363267275003,6.57717118354944,.64550817,0
180,1,1,2465.45377307468,7.988850327498383,.64550817,0
181,1,0,9531.575001313136,4.702095300765135,.97216082,0
181,1,1,6027.757559839884,6.141945922877575,.97216082,0
182,1,0,3172.126340792729,4.75844580368497,.29623038,0
182,1,1,2150.108443196615,6.028691042876906,.29623038,0
183,0,0,6809.462306976318,3.226008874077636,1.4010823,4.1834998
183,0,1,6189.154218800863,3.42349176849756,1.4010823,4.1834998
184,1,0,804341.8906033223,2.826792968210401,.2834349,0
184,1,1,284279.4874373118,4.972057187259068,.2834349,0
185,0,0,23539.57960726665,3.564101192079341,1.0015328,3.0219569
185,0,1,25816.25514123705,3.626848559971485,1.0015328,3.0219569
186,0,0,16028.58884558311,2.70734587406668,.72142714,2.3973999
186,0,1,18251.67421819899,2.870148171556906,.72142714,2.3973999
187,0,0,330556.2676753264,2.67071503767287,.79717916,4.6353908
187,0,1,339216.9957061979,2.887458441434946,.79717916,4.6353908
188,0,0,7335.130383308117,4.119011547559729,1.0532197,11.588598
188,0,1,4894.030225796169,4.250991371460259,1.0532197,11.588598
189,1,0,13614.10036717928,3.338778148745545,.50865018,0
189,1,1,10639.368653361,4.494429746001131,.50865018,0
190,0,0,2896.460770130157,4.172763621148008,.61048341,1.6836227
190,0,1,3915.716439480252,4.305719048861,.61048341,1.6836227
191,1,0,20294.66730913749,6.256446852814406,.33671904,0
191,1,1,18320.98001959059,8.018266221549776,.33671904,0
192,0,0,249134.9896321297,2.825249565470865,1.3935062,10.907772
192,0,1,238402.7986353133,3.025241777410782,1.3935062,10.907772
193,1,0,185301.7531639246,2.722218657499,.34349224,0
193,1,1,58580.9489458296,4.80860207771572,.34349224,0
194,0,0,9776.376921580388,5.74358168675994,.75319624,27.327366
194,0,1,9077.533334732056,5.85676103198073,.75319624,27.327366
195,0,0,9695.433840714968,4.24712075952154,1.4836826,10.853901
195,0,1,7966.757343504164,4.273395261582401,1.4836826,10.853901
196,0,0,21863.22117457023,3.955884403011833,1.0303215,7.9831171
196,0,1,18135.76998693678,4.025977846928355,1.0303215,7.9831171
197,0,0,10226.98077653005,5.943943536661279,1.0329801,4.2895584
197,0,1,9640.048885811701,6.034068519911832,1.0329801,4.2895584
198,0,0,8559.44308068202,3.799658582635367,1.1314373,4.3981886
198,0,1,7156.4933432685,3.960887724181844,1.1314373,4.3981886
199,0,0,965.3000001173752,6.814161950292496,.37349945,4.5731087
199,0,1,689.8977773030599,7.089768824312422,.37349945,4.5731087
200,0,0,144328.8440362857,3.100781301187593,.86182338,4.7804904
200,0,1,170589.1913445791,3.228215503140301,.86182338,4.7804904
201,0,0,8161.727676464961,3.196214155082998,.37349945,3.5224519
201,0,1,5252.470222642687,3.210965787215779,.37349945,3.5224519
202,0,0,11588.93307131987,3.352090716057529,.9398514,17.650377
202,0,1,8144.987565273709,3.444239103131824,.9398514,17.650377
203,0,0,31717.92231031565,4.101658895387887,.76976705,7.2156572
203,0,1,22491.904443868,4.174858732418054,.76976705,7.2156572
204,1,0,13549.38538114841,4.384730241565894,.14000562,0
204,1,1,13515.10733112759,5.825090006306224,.14000562,0
205,1,0,11797.28270072203,6.068826363171236,.63961631,0
205,1,1,9511.697783999973,7.799965526950028,.63961631,0
206,0,0,3673.024609639094,5.189237725097113,.98450851,9.393342
206,0,1,3021.606660334269,5.384023713360592,.98450851,9.393342
207,0,0,208639.4980033361,2.997224365593866,1.0329292,4.5956154
207,0,1,187334.4022562981,3.19725487759311,1.0329292,4.5956154
208,0,0,628476.7066208766,2.927403610712925,1.2596779,10.445497
208,0,1,584447.2007726034,3.165938352093669,1.2596779,10.445497
209,0,0,118747.5529418358,3.131059993183813,.54746646,5.7850771
209,0,1,134104.9293880251,3.262617432067378,.54746646,5.7850771
210,1,0,20557.61538087405,4.112995230776365,.064158157,0
210,1,1,26878.23777881198,4.819486915485727,.064158157,0
211,1,0,263856.7347877209,2.792692782107714,.32761925,0
211,1,1,81418.9840037028,4.380347837580161,.32761925,0
212,0,0,3413.988461457766,4.334559418941633,1.6081835,2.6621039
212,0,1,3281.444440756904,4.622827808310588,1.6081835,2.6621039
213,0,0,194545.3139624596,2.877664564190826,1.0101976,10.401009
213,0,1,175320.8722991548,3.06799239813586,1.0101976,10.401009
214,0,0,6255.821533863361,4.621288713282691,1.293548,10.964046
214,0,1,5686.605776341757,4.651691783074703,1.293548,10.964046
215,0,0,325582.486754445,2.800516168687654,.97290313,6.8501191
215,0,1,342848.2021228684,2.991866830991219,.97290313,6.8501191
216,0,0,18081.28268186863,5.193256726972042,.8810091,8.6480246
216,0,1,18513.5955622779,5.353437231377595,.8810091,8.6480246
217,0,0,5061.323074854337,4.704721236458192,1.4355875,6.6161976
217,0,1,5251.677779134115,4.838462854549289,1.4355875,6.6161976
218,1,0,7429.888652801514,4.052097845607652,.2708202,0
218,1,1,5850.136443837484,5.485082796584013,.2708202,0
219,0,0,5533.446152577033,4.86836509882974,1.2738297,2.8714247
