store_id,week,store_size,summer_dummy,price,sales
2,15,46.700001,0,2,6593
2,16,46.700001,0,1.5,7288
2,17,46.700001,0,1,7357
2,18,46.700001,0,1.5,7266
2,19,46.700001,0,1.5,6724
2,20,46.700001,0,2,6833
2,21,46.700001,0,2.5,6366
2,22,46.700001,1,2,7346
2,23,46.700001,1,3,7160
2,24,46.700001,1,1.5,7595
2,25,46.700001,1,2.5,7458
2,26,46.700001,1,2,7343
2,27,46.700001,1,1.5,6887
2,28,46.700001,1,2.5,6973
2,29,46.700001,1,2.5,7215
2,30,46.700001,1,1.5,7973
2,31,46.700001,1,2,7422
2,32,46.700001,1,1.5,7099
2,33,46.700001,1,1.5,7559
2,34,46.700001,1,3,7120
2,35,46.700001,0,1.5,6752
2,36,46.700001,0,1,7235
2,37,46.700001,0,1,7241
2,38,46.700001,0,2,6921
2,39,46.700001,0,2,6594
2,40,46.700001,0,2,6763
2,41,46.700001,0,1.5,6913
2,42,46.700001,0,2.5,6652
2,43,46.700001,0,1,6809
2,44,46.700001,0,1.5,6641
2,45,46.700001,0,1.5,6710
2,46,46.700001,0,1.5,7103
2,47,46.700001,0,1,7106
2,48,46.700001,0,1.5,7033
2,49,46.700001,0,1,7569
2,50,46.700001,0,1,6927
2,51,46.700001,0,2,7003
2,52,46.700001,0,2,7013
3,1,45.200001,0,1.5,6682
3,2,45.200001,0,1.5,6989
3,3,45.200001,0,1.5,6574
3,4,45.200001,0,2,6616
3,5,45.200001,0,2.5,7043
3,6,45.200001,0,2,6835
3,7,45.200001,0,1,6743
3,8,45.200001,0,2.5,6251
3,9,45.200001,0,2.5,6951
3,10,45.200001,0,1,7121
3,11,45.200001,0,1,6992
3,12,45.200001,0,1.5,7006
3,13,45.200001,0,2.5,6744
3,14,45.200001,0,2.5,6908
3,15,45.200001,0,2.5,6432
3,16,45.200001,0,2,6274
3,17,45.200001,0,2,6350
3,18,45.200001,0,2,6529
3,19,45.200001,0,1,7275
3,20,45.200001,0,2,6858
3,21,45.200001,0,2.5,6649
3,22,45.200001,1,1.5,7289
3,23,45.200001,1,2,7377
3,24,45.200001,1,2,6939
3,25,45.200001,1,2,7384
3,26,45.200001,1,3,6854
3,27,45.200001,1,1.5,7425
3,28,45.200001,1,1.5,7410
3,29,45.200001,1,2,6823
3,30,45.200001,1,2.5,7187
3,31,45.200001,1,2.5,7436
3,32,45.200001,1,2.5,6873
3,33,45.200001,1,1.5,7085
3,34,45.200001,1,2.5,6876
3,35,45.200001,0,2,7052
3,36,45.200001,0,2,6765
3,37,45.200001,0,1.5,6460
3,38,45.200001,0,2.5,6514
3,39,45.200001,0,2,6384
3,40,45.200001,0,1.5,6657
3,41,45.200001,0,2.5,6275
3,42,45.200001,0,1,6991
3,43,45.200001,0,2,6899
3,44,45.200001,0,2,6447
3,45,45.200001,0,2.5,6805
3,46,45.200001,0,2.5,6677
3,47,45.200001,0,2.5,6559
3,48,45.200001,0,2.5,6359
3,49,45.200001,0,1.5,6937
3,50,45.200001,0,2,6421
3,51,45.200001,0,2.5,6699
3,52,45.200001,0,1.5,6710
4,1,45.400002,0,2.5,6908
4,2,45.400002,0,1,7097
4,3,45.400002,0,1.5,6226
4,4,45.400002,0,1,6596
4,5,45.400002,0,1.5,6640
4,6,45.400002,0,1.5,6744
4,7,45.400002,0,1,6711
4,8,45.400002,0,2.5,6760
4,9,45.400002,0,2,7058
4,10,45.400002,0,1,6665
4,11,45.400002,0,2,6570
4,12,45.400002,0,2,7116
4,13,45.400002,0,2,6691
4,14,45.400002,0,1.5,6994
4,15,45.400002,0,1.5,6814
4,16,45.400002,0,1,6933
4,17,45.400002,0,1,6791
4,18,45.400002,0,2.5,6285
4,19,45.400002,0,2.5,6689
4,20,45.400002,0,2,7008
4,21,45.400002,0,2.5,6701
4,22,45.400002,1,1.5,6988
4,23,45.400002,1,2,7044
4,24,45.400002,1,2.5,7100
4,25,45.400002,1,1.5,7470
4,26,45.400002,1,1.5,7153
4,27,45.400002,1,2.5,7113
4,28,45.400002,1,2,6937
4,29,45.400002,1,1.5,7199
4,30,45.400002,1,3,6865
4,31,45.400002,1,2,7385
4,32,45.400002,1,3,6481
4,33,45.400002,1,2,6765
4,34,45.400002,1,2,7642
4,35,45.400002,0,2.5,5472
4,36,45.400002,0,2.5,6689
4,37,45.400002,0,2,6594
4,38,45.400002,0,2,6440
4,39,45.400002,0,1.5,7402
4,40,45.400002,0,1.5,6480
4,41,45.400002,0,2.5,6076
4,42,45.400002,0,2,7107
4,43,45.400002,0,2.5,6375
4,44,45.400002,0,1,6992
4,45,45.400002,0,1.5,6982
4,46,45.400002,0,1,6633
4,47,45.400002,0,1.5,6296
4,48,45.400002,0,2,7091
4,49,45.400002,0,2.5,7039
4,50,45.400002,0,2.5,6799
4,51,45.400002,0,2.5,6561
4,52,45.400002,0,1,6895
5,1,46.599998,0,1,7206
5,2,46.599998,0,1,6581
5,3,46.599998,0,2,6583
5,4,46.599998,0,1,7419
5,5,46.599998,0,2,6795
5,6,46.599998,0,1,6383
5,7,46.599998,0,1.5,6957
5,8,46.599998,0,2.5,6829
5,9,46.599998,0,1,7101
5,10,46.599998,0,2,7184
5,11,46.599998,0,1,6531
5,12,46.599998,0,1,7488
5,13,46.599998,0,2,7033
5,14,46.599998,0,1,6646
5,15,46.599998,0,2.5,6236
5,16,46.599998,0,2,6824
5,17,46.599998,0,1,7276
5,18,46.599998,0,1,7208
5,19,46.599998,0,2,6811
5,20,46.599998,0,1.5,6802
5,21,46.599998,0,2.5,6541
5,22,46.599998,1,3,6602
5,23,46.599998,1,1.5,7652
5,24,46.599998,1,2,7487
5,25,46.599998,1,3,6968
5,26,46.599998,1,3,6979
5,27,46.599998,1,1.5,7454
5,28,46.599998,1,3,6917
5,29,46.599998,1,3,7246
5,30,46.599998,1,2,7579
5,31,46.599998,1,2.5,7045
5,32,46.599998,1,2.5,6987
5,33,46.599998,1,1.5,7177
5,34,46.599998,1,1.5,7276
5,35,46.599998,0,2,6312
5,36,46.599998,0,1.5,6695
5,37,46.599998,0,1,7281
5,38,46.599998,0,2,6618
5,39,46.599998,0,1.5,6907
5,40,46.599998,0,1.5,6727
5,41,46.599998,0,2,7289
5,42,46.599998,0,1,7003
5,43,46.599998,0,2,7371
5,44,46.599998,0,1,7285
5,45,46.599998,0,1,7326
5,46,46.599998,0,2.5,6750
5,47,46.599998,0,2,6824
5,48,46.599998,0,2.5,6775
5,49,46.599998,0,1,6494
5,50,46.599998,0,1.5,6928
5,51,46.599998,0,1,6776
5,52,46.599998,0,1.5,7206
6,1,45.099998,0,2,6943
6,2,45.099998,0,2.5,6214
6,3,45.099998,0,1.5,6873
6,4,45.099998,0,2,7012
6,5,45.099998,0,1.5,6657
6,6,45.099998,0,2.5,6800
6,7,45.099998,0,1.5,6503
6,8,45.099998,0,2.5,6598
6,9,45.099998,0,2,6670
6,10,45.099998,0,2,7231
6,11,45.099998,0,1,6630
6,12,45.099998,0,1.5,6717
6,13,45.099998,0,2.5,6817
6,14,45.099998,0,2,6957
6,15,45.099998,0,2.5,6581
6,16,45.099998,0,1,6554
6,17,45.099998,0,1,6761
6,18,45.099998,0,2.5,6395
6,19,45.099998,0,1,7013
6,20,45.099998,0,1,6725
6,21,45.099998,0,2.5,6229
6,22,45.099998,1,3,7266
6,23,45.099998,1,2,7277
6,24,45.099998,1,1.5,7078
6,25,45.099998,1,2.5,7353
6,26,45.099998,1,2.5,7115
6,27,45.099998,1,2.5,6689
6,28,45.099998,1,2.5,7006
6,29,45.099998,1,2,7227
6,30,45.099998,1,2.5,6999
6,31,45.099998,1,3,6506
6,32,45.099998,1,3,6567
6,33,45.099998,1,2,7307
6,34,45.099998,1,3,6336
6,35,45.099998,0,1.5,6732
6,36,45.099998,0,1,6468
6,37,45.099998,0,2.5,6286
6,38,45.099998,0,1,6535
6,39,45.099998,0,2.5,6159
6,40,45.099998,0,2,6793
6,41,45.099998,0,2.5,6535
6,42,45.099998,0,2,6514
6,43,45.099998,0,1,6717
6,44,45.099998,0,2,6615
6,45,45.099998,0,2,6727
6,46,45.099998,0,1.5,6882
6,47,45.099998,0,2.5,6242
6,48,45.099998,0,1,6932
6,49,45.099998,0,1,7112
6,50,45.099998,0,2,6689
6,51,45.099998,0,1,6741
6,52,45.099998,0,1,6451
7,1,45,0,1.5,6350
7,2,45,0,2.5,7295
7,3,45,0,3,6735
7,4,45,0,1.5,6949
7,5,45,0,2,6536
7,6,45,0,2.5,6587
7,7,45,0,2.5,6803
7,8,45,0,3,6412
7,9,45,0,1.5,7267
7,10,45,0,3,6491
7,11,45,0,3,6396
7,12,45,0,3,6330
7,13,45,0,1.5,6912
7,14,45,0,2.5,7007
7,15,45,0,3,6720
7,16,45,0,2,6311
7,17,45,0,2.5,6684
7,18,45,0,2,6618
7,19,45,0,3,6450
7,20,45,0,3,6065
7,21,45,0,3,6879
7,22,45,1,3,6835
7,23,45,1,2,7906
7,24,45,1,2,7258
7,25,45,1,3.5,7448
7,26,45,1,3.5,7003
7,27,45,1,2.5,7202
7,28,45,1,2.5,6435
7,29,45,1,3.5,7027
7,30,45,1,2,7145
7,31,45,1,3,6801
7,32,45,1,3,7051
7,33,45,1,3.5,6625
7,34,45,1,2,7229
7,35,45,0,1.5,6519
7,36,45,0,3,6769
7,37,45,0,1.5,6630
7,38,45,0,1.5,6822
7,39,45,0,2,6937
7,40,45,0,1.5,6463
7,41,45,0,1.5,6611
7,42,45,0,1.5,6793
7,43,45,0,1.5,6567
7,44,45,0,2,6552
7,45,45,0,2.5,6558
7,46,45,0,2.5,5813
7,47,45,0,2.5,6565
7,48,45,0,2.5,6302
7,49,45,0,2.5,6610
7,50,45,0,3,6986
7,51,45,0,3,7002
7,52,45,0,3,7074
8,1,45,0,1.5,6311
8,2,45,0,2.5,6417
8,3,45,0,1.5,6822
8,4,45,0,1.5,7003
8,5,45,0,3,6410
8,6,45,0,2,6511
8,7,45,0,3,6503
8,8,45,0,1.5,6479
8,9,45,0,1.5,6656
8,10,45,0,1.5,6725
8,11,45,0,2,6718
8,12,45,0,2,6451
8,13,45,0,1.5,6368
8,14,45,0,2.5,7092
8,15,45,0,1.5,7195
8,16,45,0,1.5,6758
8,17,45,0,3,7170
8,18,45,0,2,6756
8,19,45,0,2.5,6716
8,20,45,0,2,6711
8,21,45,0,3,6318
8,22,45,1,3.5,6789
8,23,45,1,3.5,7193
8,24,45,1,2,7250
8,25,45,1,3,6893
8,26,45,1,2,6581
8,27,45,1,3,6864
8,28,45,1,2.5,7226
8,29,45,1,3,6780
8,30,45,1,3,6804
8,31,45,1,2,6588
8,32,45,1,3.5,6515
8,33,45,1,3.5,6885
8,34,45,1,2.5,7230
8,35,45,0,1.5,6775
8,36,45,0,3,6385
8,37,45,0,2.5,6437
8,38,45,0,2,6864
8,39,45,0,1.5,6908
8,40,45,0,2.5,6393
8,41,45,0,1.5,7339
8,42,45,0,3,6644
8,43,45,0,2.5,6390
8,44,45,0,2.5,6685
8,45,45,0,2.5,6174
8,46,45,0,2.5,6369
8,47,45,0,2,6770
8,48,45,0,1.5,6354
8,49,45,0,2.5,6285
8,50,45,0,3,6759
8,51,45,0,3,6559
8,52,45,0,1.5,6827
9,1,43.599998,0,2,6696
9,2,43.599998,0,3,6590
9,3,43.599998,0,2,6369
9,4,43.599998,0,2.5,6457
9,5,43.599998,0,3,6450
9,6,43.599998,0,3,5883
9,7,43.599998,0,2.5,6781
9,8,43.599998,0,2.5,6437
9,9,43.599998,0,2.5,6658
9,10,43.599998,0,2,6549
9,11,43.599998,0,3,6811
9,12,43.599998,0,2.5,6893
9,13,43.599998,0,3,6841
9,14,43.599998,0,3,6599
9,15,43.599998,0,2,6522
9,16,43.599998,0,2.5,5959
9,17,43.599998,0,3,6443
9,18,43.599998,0,1.5,6665
9,19,43.599998,0,3,6191
9,20,43.599998,0,1.5,6373
9,21,43.599998,0,2.5,6286
9,22,43.599998,1,2,6533
9,23,43.599998,1,3.5,6667
9,24,43.599998,1,3,6670
9,25,43.599998,1,3.5,6588
9,26,43.599998,1,3.5,7034
9,27,43.599998,1,3,6735
9,28,43.599998,1,2.5,6839
9,29,43.599998,1,3.5,6547
9,30,43.599998,1,3.5,6085
9,31,43.599998,1,2,7168
9,32,43.599998,1,3,6811
9,33,43.599998,1,3,7259
9,34,43.599998,1,3.5,7073
9,35,43.599998,0,2,6491
9,36,43.599998,0,1.5,6794
9,37,43.599998,0,2,6733
9,38,43.599998,0,3,5995
9,39,43.599998,0,3,6618
9,40,43.599998,0,2,6629
9,41,43.599998,0,2.5,6223
9,42,43.599998,0,2.5,7042
9,43,43.599998,0,2.5,6198
9,44,43.599998,0,2.5,6775
9,45,43.599998,0,3,6444
9,46,43.599998,0,2.5,6392
9,47,43.599998,0,2.5,6438
9,48,43.599998,0,2.5,6898
9,49,43.599998,0,2,6186
9,50,43.599998,0,1.5,6575
9,51,43.599998,0,1.5,6949
9,52,43.599998,0,2.5,6700
10,1,45.299999,0,1.5,6353
10,2,45.299999,0,2,6719
10,3,45.299999,0,2,6811
10,4,45.299999,0,2.5,6756
10,5,45.299999,0,1.5,6902
10,6,45.299999,0,1.5,7091
10,7,45.299999,0,1,7296
10,8,45.299999,0,1.5,7180
10,9,45.299999,0,2,6627
10,10,45.299999,0,2,6581
10,11,45.299999,0,1,6916
10,12,45.299999,0,1,6965
10,13,45.299999,0,2.5,6630
10,14,45.299999,0,1.5,6566
10,15,45.299999,0,1,6796
10,16,45.299999,0,1,6606
10,17,45.299999,0,1.5,6828
10,18,45.299999,0,1.5,6455
10,19,45.299999,0,2.5,6543
10,20,45.299999,0,1.5,6717
10,21,45.299999,0,1.5,6720
10,22,45.299999,1,3,6381
10,23,45.299999,1,2.5,6787
10,24,45.299999,1,3,7113
10,25,45.299999,1,1.5,7280
10,26,45.299999,1,1.5,7504
10,27,45.299999,1,2,7286
10,28,45.299999,1,2,7211
10,29,45.299999,1,3,7181
10,30,45.299999,1,2,7053
10,31,45.299999,1,3,7281
10,32,45.299999,1,1.5,7650
10,33,45.299999,1,2.5,6687
10,34,45.299999,1,1.5,7202
10,35,45.299999,0,2.5,6998
10,36,45.299999,0,2.5,6377
10,37,45.299999,0,2,6204
10,38,45.299999,0,1,6613
10,39,45.299999,0,2.5,6971
10,40,45.299999,0,2.5,6580
10,41,45.299999,0,1.5,6549
10,42,45.299999,0,2,6811
10,43,45.299999,0,2,6984
10,44,45.299999,0,1.5,6237
10,45,45.299999,0,2,6974
10,46,45.299999,0,2.5,6613
10,47,45.299999,0,1.5,6981
10,48,45.299999,0,2,6643
10,49,45.299999,0,2,6605
10,50,45.299999,0,2,6815
10,51,45.299999,0,2.5,6941
10,52,45.299999,0,1,7222
11,1,45.599998,0,1.5,6370
11,2,45.599998,0,2.5,6408
11,3,45.599998,0,1,7200
11,4,45.599998,0,1,6865
11,5,45.599998,0,1.5,6569
11,6,45.599998,0,1.5,6903
11,7,45.599998,0,1,6779
11,8,45.599998,0,2,6458
11,9,45.599998,0,2,6759
11,10,45.599998,0,2,6420
11,11,45.599998,0,2,6440
11,12,45.599998,0,1.5,6934
11,13,45.599998,0,2.5,6366
11,14,45.599998,0,1,6451
11,15,45.599998,0,1,6769
11,16,45.599998,0,2,6688
11,17,45.599998,0,1.5,6554
11,18,45.599998,0,2.5,6610
11,19,45.599998,0,2.5,7351
11,20,45.599998,0,1.5,6616
11,21,45.599998,0,2.5,6558
11,22,45.599998,1,2.5,7464
11,23,45.599998,1,1.5,6541
11,24,45.599998,1,2.5,7064
11,25,45.599998,1,3,7441
11,26,45.599998,1,2.5,7039
11,27,45.599998,1,2,7422
11,28,45.599998,1,1.5,7165
11,29,45.599998,1,2.5,6805
11,30,45.599998,1,1.5,7382
11,31,45.599998,1,1.5,7839
11,32,45.599998,1,2,6818
11,33,45.599998,1,2,7668
11,34,45.599998,1,1.5,7016
11,35,45.599998,0,2,6655
11,36,45.599998,0,2.5,6453
11,37,45.599998,0,2.5,7093
11,38,45.599998,0,1,6982
11,39,45.599998,0,1.5,6476
11,40,45.599998,0,1,6874
11,41,45.599998,0,2,6564
11,42,45.599998,0,2,6508
11,43,45.599998,0,2,7195
11,44,45.599998,0,2,6860
11,45,45.599998,0,1.5,6741
11,46,45.599998,0,1.5,7405
11,47,45.599998,0,1.5,7079
11,48,45.599998,0,1,6436
11,49,45.599998,0,1.5,6497
11,50,45.599998,0,2,6404
11,51,45.599998,0,1,7154
11,52,45.599998,0,1.5,6456
12,1,45.5,0,2,7086
12,2,45.5,0,1.5,6846
12,3,45.5,0,2,7369
12,4,45.5,0,2.5,6420
12,5,45.5,0,2,6382
12,6,45.5,0,2,6440
12,7,45.5,0,1,6693
12,8,45.5,0,2,6866
12,9,45.5,0,2,6553
12,10,45.5,0,2,6875
12,11,45.5,0,1.5,6321
12,12,45.5,0,2.5,7319
12,13,45.5,0,1,7007
12,14,45.5,0,2.5,6828
12,15,45.5,0,2.5,6699
12,16,45.5,0,1.5,6932
12,17,45.5,0,2,6527
12,18,45.5,0,2,6261
12,19,45.5,0,2.5,6816
12,20,45.5,0,2,6602
12,21,45.5,0,1.5,6574
12,22,45.5,1,2,7244
12,23,45.5,1,3,7029
12,24,45.5,1,3,6903
12,25,45.5,1,3,7046
12,26,45.5,1,1.5,6948
12,27,45.5,1,1.5,6968
12,28,45.5,1,1.5,7567
12,29,45.5,1,2.5,6847
12,30,45.5,1,1.5,7187
12,31,45.5,1,2,7337
12,32,45.5,1,3,6901
12,33,45.5,1,2.5,7369
12,34,45.5,1,2.5,7170
12,35,45.5,0,2.5,6671
12,36,45.5,0,1,6989
12,37,45.5,0,1,6935
12,38,45.5,0,1,6477
12,39,45.5,0,1.5,6709
12,40,45.5,0,2,6704
12,41,45.5,0,2.5,6498
12,42,45.5,0,2,6868
12,43,45.5,0,2.5,6815
12,44,45.5,0,2,6964
12,45,45.5,0,2,6551
12,46,45.5,0,1.5,6891
12,47,45.5,0,1,6620
12,48,45.5,0,1.5,6660
12,49,45.5,0,1,6802
12,50,45.5,0,1,6812
12,51,45.5,0,1,5989
12,52,45.5,0,1.5,6947
13,1,44.799999,0,1.5,7071
13,2,44.799999,0,1.5,7162
13,3,44.799999,0,1.5,6772
13,4,44.799999,0,2,6369
13,5,44.799999,0,2,6553
13,6,44.799999,0,2,6927
13,7,44.799999,0,2.5,6477
13,8,44.799999,0,2,6424
13,9,44.799999,0,3,6643
13,10,44.799999,0,2,6283
13,11,44.799999,0,3,6202
13,12,44.799999,0,3,6404
13,13,44.799999,0,1.5,6591
13,14,44.799999,0,2.5,6387
13,15,44.799999,0,2.5,6681
13,16,44.799999,0,2.5,6606
13,17,44.799999,0,1.5,7301
13,18,44.799999,0,2.5,6364
13,19,44.799999,0,2.5,6450
13,20,44.799999,0,3,6346
13,21,44.799999,0,1.5,6773
13,22,44.799999,1,2.5,7008
13,23,44.799999,1,3,6763
13,24,44.799999,1,3,7058
13,25,44.799999,1,2,6417
13,26,44.799999,1,2.5,7060
13,27,44.799999,1,3.5,7064
13,28,44.799999,1,3,7488
13,29,44.799999,1,3,6928
13,30,44.799999,1,3,6632
13,31,44.799999,1,2,7194
13,32,44.799999,1,3.5,7110
13,33,44.799999,1,3,7157
13,34,44.799999,1,3.5,7375
13,35,44.799999,0,2,6757
13,36,44.799999,0,2,6135
13,37,44.799999,0,2,6819
13,38,44.799999,0,1.5,7039
13,39,44.799999,0,2,6372
13,40,44.799999,0,3,6943
13,41,44.799999,0,2.5,6630
13,42,44.799999,0,1.5,6588
13,43,44.799999,0,3,6429
13,44,44.799999,0,2,6620
13,45,44.799999,0,2,6554
13,46,44.799999,0,1.5,6517
13,47,44.799999,0,1.5,7167
13,48,44.799999,0,2.5,6401
13,49,44.799999,0,2,6745
13,50,44.799999,0,2.5,7096
13,51,44.799999,0,2.5,6421
13,52,44.799999,0,2.5,6857
14,1,44,0,3,6477
14,2,44,0,1.5,7268
14,3,44,0,2.5,6772
14,4,44,0,3,6011
14,5,44,0,2.5,6612
14,6,44,0,2,6443
14,7,44,0,2,6519
14,8,44,0,3,6696
14,9,44,0,2,6383
14,10,44,0,3,6657
14,11,44,0,3,6254
14,12,44,0,2.5,6945
14,13,44,0,2,6400
14,14,44,0,2,6683
14,15,44,0,1.5,6667
14,16,44,0,3,6141
14,17,44,0,2.5,6226
14,18,44,0,1.5,7284
14,19,44,0,1.5,6565
14,20,44,0,1.5,6938
14,21,44,0,3,6748
14,22,44,1,2.5,6774
14,23,44,1,2,7486
14,24,44,1,3.5,6596
14,25,44,1,2,7410
14,26,44,1,2.5,6470
14,27,44,1,2.5,6806
14,28,44,1,2.5,6958
14,29,44,1,2.5,6713
14,30,44,1,2.5,6895
14,31,44,1,3.5,6929
14,32,44,1,2.5,6354
14,33,44,1,3.5,7092
14,34,44,1,3.5,6769
14,35,44,0,1.5,6331
14,36,44,0,1.5,6660
14,37,44,0,2,6872
14,38,44,0,2.5,6851
14,39,44,0,1.5,6431
14,40,44,0,3,6617
14,41,44,0,2,6704
14,42,44,0,1.5,6791
14,43,44,0,3,6635
14,44,44,0,2,6259
14,45,44,0,3,6489
14,46,44,0,2.5,6708
14,47,44,0,1.5,6452
14,48,44,0,1.5,7152
14,49,44,0,3,6494
14,50,44,0,3,6551
14,51,44,0,2.5,6224
14,52,44,0,2.5,6295
15,1,44.599998,0,2,6534
15,2,44.599998,0,3,6488
15,3,44.599998,0,2,6457
15,4,44.599998,0,1.5,6682
15,5,44.599998,0,2,7057
15,6,44.599998,0,1.5,5453
15,7,44.599998,0,2,6850
15,8,44.599998,0,3,6449
15,9,44.599998,0,2,6833
15,10,44.599998,0,2.5,6719
15,11,44.599998,0,2,6625
15,12,44.599998,0,1.5,6355
15,13,44.599998,0,3,6663
15,14,44.599998,0,3,6359
15,15,44.599998,0,1.5,7316
15,16,44.599998,0,2,6921
15,17,44.599998,0,2,6028
15,18,44.599998,0,3,5787
15,19,44.599998,0,2.5,6961
15,20,44.599998,0,1.5,6105
15,21,44.599998,0,3,6491
15,22,44.599998,1,3,7486
15,23,44.599998,1,3.5,6546
15,24,44.599998,1,3.5,6784
15,25,44.599998,1,3.5,6934
15,26,44.599998,1,2,7177
15,27,44.599998,1,3.5,7177
15,28,44.599998,1,3.5,6756
15,29,44.599998,1,3.5,6899
15,30,44.599998,1,3.5,7013
15,31,44.599998,1,2.5,6478
15,32,44.599998,1,3.5,6950
15,33,44.599998,1,2,6690
15,34,44.599998,1,2.5,6869
15,35,44.599998,0,3,6345
15,36,44.599998,0,2,6492
15,37,44.599998,0,2.5,6810
15,38,44.599998,0,3,6598
15,39,44.599998,0,2,6127
15,40,44.599998,0,2,6633
15,41,44.599998,0,1.5,6120
15,42,44.599998,0,3,6696
15,43,44.599998,0,3,6490
15,44,44.599998,0,3,6599
15,45,44.599998,0,2,6683
15,46,44.599998,0,2.5,6279
15,47,44.599998,0,3,6313
15,48,44.599998,0,3,6351
15,49,44.599998,0,2,6836
15,50,44.599998,0,1.5,6577
15,51,44.599998,0,3,6260
15,52,44.599998,0,2,6018
16,1,43.700001,0,2.5,6932
16,2,43.700001,0,3,6382
16,3,43.700001,0,2,6539
16,4,43.700001,0,2.5,6471
16,5,43.700001,0,1.5,6088
16,6,43.700001,0,2.5,6108
16,7,43.700001,0,2.5,6324
16,8,43.700001,0,1.5,6721
16,9,43.700001,0,3,6341
16,10,43.700001,0,2,6719
16,11,43.700001,0,1.5,6264
16,12,43.700001,0,2,6546
16,13,43.700001,0,2,6556
16,14,43.700001,0,1.5,6185
16,15,43.700001,0,1.5,6449
16,16,43.700001,0,3,6235
16,17,43.700001,0,2.5,6231
16,18,43.700001,0,2.5,6543
16,19,43.700001,0,1.5,6614
16,20,43.700001,0,2.5,6477
16,21,43.700001,0,1.5,6600
16,22,43.700001,1,2.5,6498
16,23,43.700001,1,3.5,6518
16,24,43.700001,1,2,6605
16,25,43.700001,1,3.5,6852
16,26,43.700001,1,3,6758
16,27,43.700001,1,2.5,6292
16,28,43.700001,1,3,6825
16,29,43.700001,1,3.5,6828
16,30,43.700001,1,2,7433
16,31,43.700001,1,3.5,6448
16,32,43.700001,1,3,6616
16,33,43.700001,1,2.5,6873
16,34,43.700001,1,3,7152
16,35,43.700001,0,1.5,6534
16,36,43.700001,0,2.5,6424
16,37,43.700001,0,2,6193
16,38,43.700001,0,2.5,6413
16,39,43.700001,0,2.5,7066
16,40,43.700001,0,1.5,6217
16,41,43.700001,0,2,7352
16,42,43.700001,0,2,6631
16,43,43.700001,0,2.5,6900
16,44,43.700001,0,3,6531
16,45,43.700001,0,3,6619
16,46,43.700001,0,1.5,6128
16,47,43.700001,0,2.5,6545
16,48,43.700001,0,1.5,6575
16,49,43.700001,0,3,6473
16,50,43.700001,0,2,6705
16,51,43.700001,0,1.5,6225
16,52,43.700001,0,3,6050
17,1,44.400002,0,2,7350
17,2,44.400002,0,1.5,6440
17,3,44.400002,0,2.5,6351
17,4,44.400002,0,2.5,6743
17,5,44.400002,0,3,6984
17,6,44.400002,0,2,6376
17,7,44.400002,0,3,6039
17,8,44.400002,0,3,6644
17,9,44.400002,0,3,6375
17,10,44.400002,0,3,6672
17,11,44.400002,0,2.5,6356
17,12,44.400002,0,2,7059
17,13,44.400002,0,2,6979
17,14,44.400002,0,1.5,6528
17,15,44.400002,0,3,6216
17,16,44.400002,0,2.5,6548
17,17,44.400002,0,2,6647
17,18,44.400002,0,3,6541
17,19,44.400002,0,1.5,6272
