lobbyist_id,semester_id,log_revenue,democrat_dummy,senate_connection_num
11,21,14.169683,1,1
11,22,14.363632,1,1
13,11,11.289782,0,0
13,13,13.235692,0,0
13,14,12.611538,0,0
13,15,13.61706,0,0
13,16,13.664688,0,0
13,17,12.611538,0,0
13,18,13.641157,0,0
13,20,11.512925,0,0
13,21,12.100712,0,0
13,22,12.301383,0,0
14,1,13.753635,1,0
14,2,14.046622,1,0
14,3,13.981025,1,0
14,4,14.10818,1,0
14,5,13.514405,1,0
14,6,14.151983,1,0
14,7,13.831384,1,0
14,8,14.578067,1,0
14,9,14.247293,1,0
14,10,13.997832,1,0
14,11,14.014361,1,0
14,12,14.10818,1,0
14,13,13.592367,1,0
14,14,13.854732,1,0
14,15,14.199071,1,0
14,16,14.151983,1,0
14,17,14.322329,1,0
14,18,14.369395,1,0
14,19,15.352378,1,0
14,20,14.657078,1,0
14,21,15.845303,1,0
14,22,15.840364,1,0
15,15,11.0021,0,0
15,17,15.379951,0,0
15,18,15.331737,0,0
15,19,14.603968,0,0
15,20,14.755518,0,0
15,21,15.0003,0,0
15,22,14.253765,0,0
17,15,12.873902,0,1
17,16,9.9034872,0,1
17,17,13.715691,0,1
17,18,13.473021,0,1
17,19,13.122363,0,1
17,20,13.437174,0,1
17,21,13.854732,0,1
17,22,13.854732,0,1
18,1,11.512925,1,1
18,2,11.695247,1,1
18,3,9.9034872,1,1
18,4,12.100712,1,1
18,6,11.849398,1,1
18,11,11.0021,1,1
18,13,11.982929,1,1
18,14,11.849398,1,1
18,15,12.611538,1,1
18,16,12.301383,1,1
18,17,13.017003,1,1
18,18,12.676076,1,1
18,19,12.89922,1,1
18,20,12.676076,1,1
18,21,14.166167,1,1
18,22,14.014361,1,1
19,7,14.778685,0,2
19,8,14.334305,0,2
19,9,15.85413,0,2
19,10,15.490736,0,2
19,11,14.997238,0,2
19,12,14.9007,0,2
19,13,14.966083,0,2
19,14,14.972392,0,2
19,15,12.94801,0,2
19,16,14.566927,0,2
19,17,12.99453,0,2
19,18,12.94801,0,2
19,19,13.190022,0,2
19,20,12.94801,0,2
19,21,12.810389,0,2
19,22,13.270783,0,2
21,15,11.512925,0,1
21,17,11.695247,0,1
21,18,11.695247,0,1
21,19,11.695247,0,1
21,20,11.695247,0,1
21,21,12.388394,0,1
21,22,12.388394,0,1
23,1,11.695247,1,1
23,2,11.608235,1,1
23,3,11.982929,1,1
23,4,12.206073,1,1
23,6,11.512925,1,1
23,11,11.289782,1,1
23,13,11.289782,1,1
23,14,11.289782,1,1
23,15,12.404411,1,1
23,16,11.982929,1,1
23,17,11.849398,1,1
23,18,11.849398,1,1
23,19,11.156251,1,1
23,20,13.165998,1,1
23,21,12.596086,1,1
23,22,12.99453,1,1
24,1,13.122363,0,1
24,2,13.199325,0,1
24,3,13.732129,0,1
24,4,13.774689,0,1
24,5,13.910821,0,1
24,6,14.137594,0,1
24,7,13.96393,0,0
24,8,13.955273,0,0
24,9,14.285514,0,0
24,10,14.030622,0,0
24,11,14.648419,0,0
24,12,14.613018,0,0
24,13,15.062543,0,0
24,14,14.927368,0,0
24,15,15.056779,0,0
24,16,14.731801,0,0
24,17,14.801328,0,0
24,18,14.715672,0,0
24,19,14.747675,0,0
24,20,14.576317,0,0
24,21,15.168765,0,0
24,22,15.448665,0,0
27,13,11.0021,1,1
27,14,9.9034872,1,1
27,15,12.345835,1,1
27,16,12.736701,1,1
28,11,14.552674,1,1
28,12,14.137594,1,1
28,13,13.429848,1,1
28,14,13.92884,1,1
28,15,14.793837,1,0
28,16,14.467835,1,0
28,18,13.081541,1,0
29,15,11.289782,0,1
29,17,12.100712,0,1
29,18,12.468437,0,1
29,19,11.695247,0,1
29,20,11.0021,0,1
29,21,12.206073,0,1
29,22,12.706848,0,1
31,17,15.345905,1,0
31,18,15.391392,1,0
31,19,13.579788,1,0
31,20,13.698977,1,0
31,21,13.827933,1,0
31,22,13.662359,1,0
33,2,11.695247,1,1
33,3,13.71015,1,1
33,4,13.199325,1,1
33,5,12.388394,1,1
33,6,13.161584,1,1
33,7,10.596635,1,1
33,8,11.512925,1,1
33,9,11.289782,1,1
33,10,11.289782,1,1
33,11,11.695247,1,0
33,12,11.289782,1,0
33,13,10.596635,1,0
33,14,10.596635,1,0
34,11,13.122363,1,1
34,12,12.847926,1,1
34,13,13.514405,1,1
34,14,12.468437,1,1
34,15,13.304685,1,1
34,16,13.337475,1,1
34,17,12.206073,1,1
34,18,13.235692,1,1
34,19,13.687677,1,1
34,20,13.641157,1,1
34,21,14.63529,1,1
34,22,14.498608,1,1
35,1,11.429543,1,1
35,2,11.289782,1,1
35,3,11.289782,1,1
35,4,11.695247,1,1
35,5,10.596635,1,1
35,6,11.225244,1,1
35,7,11.156251,1,1
35,8,11.289782,1,1
35,9,9.9034872,1,1
35,10,9.2103405,1,1
35,11,10.596635,1,1
35,12,10.596635,1,1
35,13,9.9034872,1,1
35,15,10.596635,1,1
35,16,9.9034872,1,1
35,17,9.9034872,1,1
35,18,10.596635,1,1
35,19,9.9034872,1,1
35,20,9.9034872,1,1
35,21,11.289782,1,1
35,22,9.9034872,1,1
37,11,11.982929,0,1
37,12,11.849398,0,1
37,13,12.584509,0,1
37,14,12.100712,0,1
37,15,13.429848,0,1
37,16,12.847926,0,1
37,17,13.199325,0,1
37,18,12.89922,0,1
37,19,13.199325,0,1
37,20,12.99453,0,1
37,21,14.180154,0,1
37,22,14.503645,0,1
40,13,12.793859,0,0
40,15,12.611538,0,0
40,16,13.060488,0,0
40,17,13.304685,0,0
40,18,13.235692,0,0
40,19,13.199325,0,0
40,20,13.304685,0,0
40,21,13.937728,0,0
40,22,13.892471,0,0
41,13,13.514405,1,0
41,14,13.081541,1,0
41,15,13.854732,1,0
41,16,13.7212,1,0
41,17,13.592367,1,0
41,18,14.014361,1,0
41,19,13.487006,1,0
41,20,13.687677,1,0
41,21,14.122995,1,0
41,22,12.873902,1,0
42,15,14.498608,0,1
42,16,13.92884,0,1
42,17,14.508657,0,1
42,18,13.892471,0,1
42,19,14.357835,0,1
42,20,13.732129,0,1
42,21,14.414347,0,1
42,22,14.151983,0,1
43,11,14.588854,0,1
43,12,14.040253,0,1
43,13,14.27578,0,1
43,14,14.218306,0,1
43,15,14.201914,0,1
43,16,14.2877,0,1
43,17,14.663672,0,1
43,18,14.192576,0,1
43,19,14.801514,0,1
43,20,14.897824,0,1
43,21,14.78235,0,1
43,22,13.841178,0,1
44,15,10.308952,0,0
44,17,11.512925,0,0
44,18,11.407565,0,0
44,19,11.561716,0,0
44,20,11.561716,0,0
44,21,12.254863,0,0
44,22,12.254863,0,0
45,1,11.512925,0,1
45,2,11.440354,0,1
45,3,12.464583,0,1
45,4,12.301383,0,1
45,5,13.010314,0,1
45,6,12.483705,0,1
45,7,12.774223,0,1
45,8,12.742566,0,1
45,9,12.517227,0,1
45,10,12.754772,0,1
45,11,12.683859,0,1
45,12,12.762684,0,1
45,13,12.699244,0,1
45,14,12.644327,0,1
45,15,13.335052,0,1
45,16,13.229423,0,1
45,17,12.671378,0,1
45,18,12.695419,0,1
45,19,13.221031,0,1
45,20,13.115702,0,1
45,21,13.975501,0,1
45,22,14.106387,0,1
47,11,13.304685,0,0
47,12,13.706108,0,0
47,13,13.487006,0,0
47,14,13.785051,0,0
47,15,14.477354,0,0
47,16,14.180154,0,0
47,17,14.757469,0,0
47,18,14.457364,0,0
47,19,14.457364,0,0
47,20,14.57865,0,0
47,21,14.920768,0,0
47,22,14.859315,0,0
48,1,11.849398,0,1
48,2,10.596635,0,1
48,3,11.695247,0,1
48,4,11.849398,0,1
48,5,11.512925,0,1
48,6,13.429848,0,1
48,7,11.695247,0,1
48,8,12.388394,0,1
48,9,12.611538,0,1
48,10,12.388394,0,1
48,11,12.611538,0,1
48,12,12.072541,0,1
48,13,12.873902,0,1
48,14,12.542545,0,1
48,15,13.61706,0,1
48,16,13.235692,0,1
48,17,13.61706,0,1
48,18,13.473021,0,1
48,19,13.687677,0,1
48,20,13.835313,0,1
48,21,14.513645,0,1
48,22,14.346139,0,1
49,13,9.9034872,0,0
49,15,12.542545,0,0
49,16,12.206073,0,0
49,17,12.468437,0,0
49,18,12.388394,0,0
49,19,12.468437,0,0
49,20,12.301383,0,0
49,21,13.592367,0,0
49,22,13.444447,0,0
50,1,12.89922,1,0
50,2,12.736701,1,0
50,3,13.122363,1,0
50,4,13.122363,1,0
50,5,12.388394,1,0
50,6,13.038981,1,0
50,7,12.676076,1,0
50,8,12.611538,1,0
50,9,12.468437,1,0
50,10,12.873902,1,0
50,11,11.289782,1,0
50,12,12.388394,1,0
50,13,9.9034872,1,0
50,14,12.793859,1,0
50,15,13.161584,1,0
50,16,12.89922,1,0
50,17,13.304685,1,0
50,18,12.100712,1,0
50,19,13.122363,1,0
50,20,13.199325,1,0
50,21,13.567049,1,0
50,22,11.407565,1,0
51,17,13.122363,0,1
51,19,13.081541,0,1
51,20,13.446999,0,1
51,21,13.744644,0,1
51,22,13.592367,0,1
53,17,11.695247,1,0
53,18,11.695247,1,0
53,19,12.206073,1,0
53,20,12.100712,1,0
53,21,12.706848,1,0
53,22,13.199325,1,0
54,15,13.676249,1,1
54,16,14.014361,1,1
54,17,13.658856,1,1
54,18,13.623138,1,1
54,19,13.92884,1,1
54,20,13.896399,1,1
54,21,14.562199,1,1
54,22,13.287878,1,1
55,13,10.596635,1,0
55,15,12.468437,1,0
55,16,12.468437,1,0
55,17,11.512925,1,0
55,19,12.206073,1,0
55,20,12.206073,1,0
55,21,13.592367,1,0
55,22,10.308952,1,0
56,1,14.173185,1,1
56,2,14.369395,1,1
56,3,14.478199,1,1
56,4,14.446782,1,1
56,5,14.626441,1,1
56,6,14.603968,1,1
56,7,14.927368,1,1
56,8,14.972392,1,1
56,9,14.994165,1,1
56,10,14.997238,1,1
56,11,15.039286,1,1
56,12,15.040755,1,1
56,15,14.728335,1,1
56,16,14.474377,1,1
56,17,15.079496,1,1
56,18,15.075646,1,1
56,19,15.061681,1,1
56,20,15.062543,1,1
56,21,15.665381,1,1
56,22,15.777013,1,1
58,1,14.652758,1,1
58,2,14.363632,1,1
58,3,14.352004,1,1
58,4,14.759417,1,1
58,5,14.122995,1,1
58,6,15.64328,1,1
58,7,13.96393,1,0
58,8,13.96393,1,0
58,9,15.408819,1,0
58,10,14.953343,1,0
58,11,13.910821,1,0
58,12,13.815511,1,0
58,13,13.946539,1,0
58,14,13.997832,1,0
58,15,13.337475,1,0
58,16,13.795308,1,0
58,17,13.71015,1,0
58,18,13.815511,1,0
58,19,13.369224,1,0
58,20,14.380824,1,0
58,21,14.014361,1,0
58,22,13.122363,1,0
59,9,14.10069,1,1
59,10,14.093143,1,1
59,11,13.61706,1,1
59,12,14.457364,1,1
59,13,14.84513,1,1
59,14,14.322329,1,1
59,15,13.71015,1,1
59,16,14.7633,1,1
59,17,13.753635,1,1
59,18,12.94801,1,1
59,19,14.414347,1,1
59,20,13.487006,1,1
59,21,15.115703,1,1
59,22,14.375126,1,1
61,1,12.542545,1,0
61,2,12.923912,1,0
61,3,12.736701,1,0
61,4,12.468437,1,0
61,5,13.687677,1,0
61,6,13.458836,1,0
61,7,13.71015,1,0
61,8,13.61706,1,0
61,9,13.487006,1,0
61,10,13.458836,1,0
61,11,13.270783,1,0
61,12,13.337475,1,0
61,13,13.687677,1,0
61,14,13.592367,1,0
61,15,13.676249,1,0
61,16,13.845069,1,0
61,17,13.527828,1,0
61,18,13.567049,1,0
61,19,13.955273,1,0
61,20,13.91987,1,0
61,21,13.180633,1,0
62,15,14.166167,1,1
62,16,14.260197,1,1
62,17,14.518608,1,1
62,18,14.180154,1,1
62,19,12.99453,1,1
62,20,14.603968,1,1
62,21,14.608503,1,1
62,22,14.204168,1,1
63,7,11.512925,1,0
63,8,11.695247,1,0
63,9,12.542545,1,0
63,10,12.206073,1,0
63,11,12.89922,1,0
63,12,13.030248,1,0
63,13,12.736701,1,0
63,14,12.706848,1,0
63,15,13.199325,1,0
63,16,12.969213,1,0
63,17,13.458836,1,0
63,18,13.270783,1,0
63,19,13.997832,1,0
63,20,13.527828,1,0
63,21,14.674172,1,0
63,22,14.663523,1,0
66,5,12.97154,0,1
66,6,13.017003,0,1
66,7,13.235692,0,1
66,8,13.171153,0,1
66,9,12.206073,0,1
66,10,12.873902,0,1
67,7,14.707509,1,0
67,8,14.682611,1,0
67,9,14.723809,1,0
67,10,14.690979,1,0
67,11,14.830741,1,0
67,12,14.715672,1,0
67,13,14.91911,1,0
67,14,14.89392,1,0
67,15,14.914123,1,0
67,16,14.927368,1,0
67,17,14.951739,1,0
67,18,14.887094,1,0
67,19,14.887094,1,0
67,20,14.933926,1,0
67,21,15.529308,1,0
67,22,15.516616,1,0
68,15,13.759998,1,0
68,16,13.506946,1,0
68,17,14.273248,1,0
68,18,14.151268,1,0
68,19,13.795308,1,0
68,20,14.024555,1,0
68,21,13.883169,1,0
68,22,12.676076,1,0
69,15,12.676076,0,0
69,17,12.847926,0,0
69,18,12.611538,0,0
69,20,11.512925,0,0
70,6,10.596635,1,1
70,7,9.9034872,1,1
70,8,9.9034872,1,1
70,9,10.596635,1,1
70,10,10.596635,1,1
70,11,12.89922,1,1
70,12,12.676076,1,1
70,13,12.736701,1,1
70,14,12.99453,1,1
70,15,13.081541,1,1
70,16,12.94801,1,1
70,17,11.0021,1,1
70,18,12.793859,1,1
72,9,13.75894,1,0
72,10,12.923912,1,0
72,11,13.412791,1,0
72,12,13.513729,1,0
72,13,13.591742,1,0
72,14,13.726132,1,0
72,15,13.732129,1,0
72,16,13.765795,1,0
72,17,13.878016,1,0
72,18,13.504901,1,0
72,19,14.52108,1,0
72,20,13.999497,1,0
72,21,14.868079,1,0
72,22,14.999689,1,0
73,1,14.613018,1,0
73,2,14.801328,1,0
73,3,15.260074,1,0
73,4,15.580241,1,0
73,5,15.096444,1,0
73,6,15.332833,1,0
73,7,15.424949,1,0
73,8,14.897316,1,0
73,9,15.278766,1,0
73,10,15.723571,1,0
73,11,15.644887,1,0
73,12,15.931767,1,0
73,13,14.285514,1,0
73,14,14.927368,1,0
73,15,13.892471,1,0
73,16,13.664688,1,0
73,17,13.795308,1,0
73,18,13.997832,1,0
73,19,13.82546,1,0
73,20,13.652991,1,0
73,21,14.709556,1,0
73,22,14.876767,1,0
75,9,11.982929,0,0
75,10,9.9034872,0,0
75,11,11.77529,0,0
75,12,12.043553,0,0
75,13,12.043553,0,0
75,14,12.100712,0,0
75,15,12.301383,0,0
75,16,12.301383,0,0
75,17,12.89922,0,0
75,18,12.506177,0,0
75,19,13.038981,0,0
75,20,12.847926,0,0
75,21,13.31133,0,0
75,22,10.318903,0,0
76,15,13.732129,0,1
76,16,12.736701,0,1
76,17,13.61706,0,1
76,18,13.71015,0,1
76,19,13.61706,0,1
76,20,13.795308,0,1
76,21,14.626441,0,1
78,9,11.711777,0,0
78,10,10.491274,0,0
78,11,11.289782,0,0
78,12,12.007622,0,0
78,13,11.695247,0,0
78,14,11.849398,0,0
78,15,11.512925,0,0
78,16,11.695247,0,0
78,17,11.695247,0,0
78,18,11.982929,0,0
78,19,11.289782,0,0
78,20,11.289782,0,0
79,7,14.980223,1,1
79,8,14.961325,1,1
79,9,14.995856,1,1
79,10,14.972392,1,1
79,11,15.238619,1,1
79,12,15.134596,1,1
79,13,15.166178,1,1
79,14,15.141922,1,1
79,15,15.153402,1,1
79,16,15.15968,1,1
79,17,15.069416,1,1
79,18,15.121137,1,1
79,19,15.13993,1,1
79,20,15.145234,1,1
79,21,13.180633,1,1
79,22,13.361904,1,1
81,13,11.849398,1,1
81,15,14.247293,1,1
81,16,13.641157,1,1
81,17,13.981025,1,1
81,18,14.247293,1,1
81,19,13.946539,1,1
81,20,13.567049,1,1
81,21,14.876767,1,1
81,22,14.727794,1,1
82,19,11.0021,0,0
82,20,10.819778,0,0
82,21,11.695247,0,0
82,22,12.18587,0,0
84,1,12.765689,1,1
84,2,13.61706,1,1
84,3,12.89922,1,0
84,4,13.270783,1,0
84,5,12.736701,1,0
84,6,13.235692,1,0
84,7,13.199325,1,0
84,8,13.399995,1,0
84,9,13.514405,1,0
84,10,13.369224,1,0
84,11,13.038981,1,0
84,12,13.199325,1,0
84,13,12.847926,1,0
84,14,13.122363,1,0
84,15,13.369224,1,0
84,16,13.487006,1,0
84,17,12.94801,1,0
84,18,13.399995,1,0
84,19,13.081541,1,0
84,20,13.199325,1,0
84,21,12.644327,1,0
84,22,13.80546,1,0
85,15,13.592367,0,2
85,16,12.611538,0,2
85,17,14.046622,0,2
85,18,13.892471,0,2
85,19,15.388285,0,2
85,20,14.193947,0,2
85,21,14.812459,0,2
85,22,15.053885,0,2
89,2,9.6158056,1,1
89,7,12.676076,1,1
89,8,9.9034872,1,1
89,9,13.935957,1,1
89,10,13.270783,1,1
89,11,14.621986,1,1
89,12,13.514405,1,1
89,13,13.547631,1,1
89,14,13.71015,1,1
89,15,14.240778,1,1
89,16,13.246349,1,1
89,17,12.388394,1,1
89,18,12.736701,1,1
89,19,13.161584,1,1
89,20,12.736701,1,1
89,21,12.736701,1,1
89,22,13.369224,1,1
90,9,13.369224,0,0
90,10,11.512925,0,0
90,11,13.910821,0,0
90,12,14.014361,0,0
90,13,14.414347,0,0
90,14,14.403297,0,0
90,15,14.369395,0,0
90,16,14.576317,0,0
90,17,14.518608,0,0
90,18,14.538217,0,0
90,19,14.10818,0,0
90,20,14.566927,0,0
90,21,14.962913,0,0
90,22,14.930653,0,0
92,15,12.676076,1,0
92,16,12.301383,1,0
92,17,12.89922,1,0
92,18,13.199325,1,0
92,20,13.038981,1,0
93,7,12.94801,0,1
93,8,11.289782,0,1
93,9,12.206073,0,1
93,10,12.94801,0,1
93,11,13.081541,0,1
93,12,12.99453,0,1
93,13,13.7212,0,1
93,14,13.71015,0,1
93,15,13.916261,0,1
93,16,14.030622,0,1
93,17,14.346139,0,1
93,18,14.392124,0,1
93,19,13.981025,0,0
93,20,14.375126,0,0
93,21,14.543059,0,0
93,22,14.148405,0,0
95,1,12.542545,0,1
95,2,12.99453,0,1
95,3,12.301383,0,1
95,4,11.695247,0,1
95,5,10.596635,0,1
95,6,12.676076,0,1
95,7,12.94801,0,1
95,8,12.611538,0,1
95,9,13.038981,0,1
95,10,13.199325,0,1
95,11,11.982929,0,0
95,12,12.676076,0,0
95,13,14.585619,0,0
95,14,14.403297,0,0
95,15,14.363632,0,0
95,16,14.488455,0,0
95,17,14.240778,0,0
95,18,14.38649,0,0
95,19,14.352004,0,0
95,20,14.297936,0,0
95,21,14.530909,0,0
95,22,14.503645,0,0
97,1,15.131919,0,1
97,2,15.009433,0,1
97,3,14.84513,0,1
97,4,14.723769,0,1
97,5,14.876767,0,1
97,6,15.045151,0,1
97,7,15.021482,0,1
97,8,14.887094,0,1
97,9,15.236206,0,1
97,10,14.984892,0,1
97,11,14.946913,0,1
97,12,14.987992,0,1
97,13,14.9007,0,1
97,14,14.953343,0,1
97,15,15.30165,0,1
97,16,15.062543,0,1
97,17,15.191754,0,1
97,18,15.260074,0,1
97,19,14.755518,0,1
97,20,15.150512,0,1
97,21,15.26478,0,1
97,22,15.326233,0,1
98,13,13.92884,0,0
98,14,13.753635,0,0
98,15,14.200773,0,0
98,16,13.873779,0,0
98,17,12.89922,0,0
98,18,13.270783,0,0
98,20,13.081541,0,0
103,3,11.289782,0,1
103,5,12.100712,0,1
103,6,11.512925,0,1
103,8,12.100712,0,0
103,11,11.982929,0,0
103,13,12.97154,0,0
103,14,12.468437,0,0
103,15,12.89922,0,0
103,16,13.122363,0,0
103,17,12.611538,0,0
103,18,12.676076,0,0
103,19,12.468437,0,0
103,20,12.676076,0,0
103,21,14.234221,0,0
103,22,12.765689,0,0
105,5,12.94801,0,1
105,6,12.206073,0,1
105,7,13.10216,0,1
105,8,13.081541,0,1
105,9,12.847926,0,1
105,10,13.270783,0,1
105,11,12.99453,0,0
105,12,12.94801,0,0
105,13,12.676076,0,0
105,14,12.94801,0,0
105,15,12.793859,0,0
105,16,12.736701,0,0
105,17,13.353476,0,0
105,18,13.199325,0,0
105,19,12.94801,0,0
105,20,12.94801,0,0
105,21,13.487006,0,0
105,22,13.641157,0,0
106,7,13.946539,1,0
106,8,13.732129,1,0
106,9,13.955273,1,0
106,10,13.96393,1,0
106,11,14.10818,1,0
106,12,13.959611,1,0
106,13,14.240778,1,0
106,14,14.215963,1,0
106,15,13.235692,1,0
106,16,14.014361,1,0
106,17,14.10818,1,0
106,18,14.030622,1,0
106,19,13.235692,1,0
106,20,13.981025,1,0
106,21,14.346139,1,0
106,22,14.518608,1,0
108,11,11.512925,1,1
108,12,12.388394,1,1
108,13,12.100712,1,1
108,14,11.849398,1,1
108,15,13.85857,1,1
108,16,12.301383,1,1
108,17,13.944783,1,1
108,18,14.02415,1,1
108,19,14.269766,1,1
108,20,14.274516,1,1
108,21,15.103365,1,1
108,22,14.727794,1,1
109,15,12.847926,1,1
109,17,13.038981,1,1
109,18,13.199325,1,1
109,19,13.910821,1,1
109,20,13.96393,1,1
109,21,14.322329,1,1
109,22,14.352004,1,1
110,5,11.512925,0,0
110,7,12.301383,0,0
110,8,11.0021,0,0
110,9,12.676076,0,0
110,10,12.89922,0,0
110,11,12.611538,0,0
110,12,12.468437,0,0
110,13,11.982929,0,0
110,14,12.388394,0,0
110,15,12.206073,0,0
110,16,12.206073,0,0
110,17,12.392552,0,0
110,18,12.100712,0,0
110,19,12.793859,0,0
110,20,12.793859,0,0
110,21,13.251285,0,0
110,22,13.10216,0,0
114,1,12.611538,0,0
114,2,12.94801,0,0
114,3,12.206073,0,0
114,4,12.301383,0,0
114,5,12.97154,0,0
114,6,13.997832,0,0
114,7,13.487006,0,0
114,8,13.384727,0,0
114,9,13.592367,0,0
114,10,13.592367,0,0
114,11,13.081541,0,0
114,12,13.199325,0,0
114,13,12.89922,0,0
114,14,12.94801,0,0
114,15,11.982929,0,0
114,16,9.9034872,0,0
114,17,11.608235,0,0
114,18,11.289782,0,0
114,19,11.695247,0,0
114,20,11.289782,0,0
114,21,12.556729,0,0
114,22,11.891362,0,0
115,3,11.289782,0,0
115,5,11.289782,0,0
115,6,11.289782,0,0
115,7,11.289782,0,0
115,8,11.289782,0,0
115,9,11.289782,0,0
115,10,11.289782,0,0
115,11,11.561716,0,0
115,12,11.91839,0,0
115,13,9.2103405,0,0
115,14,11.561716,0,0
115,17,10.308952,0,0
115,19,11.512925,0,0
115,20,11.77529,0,0
115,21,11.289782,0,0
115,22,11.957611,0,0
118,1,12.94801,1,0
118,2,12.94801,1,0
118,3,13.235692,1,0
118,4,12.94801,1,0
118,5,12.765689,1,0
118,6,13.270783,1,0
118,7,11.849398,1,0
118,8,12.89922,1,0
118,9,12.736701,1,0
118,10,12.847926,1,0
118,11,12.736701,1,0
118,12,12.736701,1,0
118,13,12.542545,1,0
118,14,12.611538,1,0
118,15,12.463617,1,0
118,16,12.330323,1,0
118,17,12.568978,1,0
118,18,12.478006,1,0
118,19,12.793859,1,0
118,20,12.793859,1,0
118,21,13.487006,1,0
118,22,14.310206,1,0
119,17,10.596635,1,0
119,19,13.946539,1,0
119,20,13.324488,1,0
119,21,14.48334,1,0
119,22,14.657078,1,0
120,9,10.596635,1,1
120,11,10.596635,1,1
120,12,10.596635,1,1
120,14,9.9034872,1,1
120,19,11.070755,1,1
120,20,10.690968,1,1
122,9,10.819778,1,1
122,10,11.289782,1,1
122,11,12.154779,1,1
122,12,12.043553,1,1
122,13,12.847926,1,1
122,14,12.873902,1,1
122,15,12.736701,1,1
122,16,12.911642,1,1
122,17,13.340695,1,1
122,18,13.038981,1,1
122,19,13.102165,1,1
122,20,13.038981,1,1
122,21,13.84604,1,1
122,22,14.070153,1,1
124,17,14.538217,0,1
124,18,14.613018,0,1
124,19,14.557447,0,1
124,20,14.508657,0,1
124,21,15.036341,0,1
124,22,14.723769,0,1
129,1,14.193947,0,1
129,2,14.63529,0,1
129,3,14.436087,0,1
129,4,14.247293,0,1
129,5,14.682611,0,1
129,6,14.690979,0,1
129,7,14.695137,0,1
129,8,14.329531,0,1
129,9,14.690979,0,1
129,10,14.686804,0,1
129,11,14.644062,0,0
129,12,14.626441,0,0
129,13,14.715672,0,0
129,14,14.644062,0,0
129,15,14.866332,0,0
129,16,14.873301,0,0
129,17,14.046622,0,0
129,18,14.927368,0,0
129,19,14.014361,0,0
129,20,14.144814,0,0
129,21,14.904073,0,0
129,22,14.462614,0,0
131,1,11.695247,0,1
131,2,11.849398,0,1
131,3,13.161584,0,1
131,4,11.849398,0,1
131,5,12.676076,0,1
131,6,12.468437,0,1
131,7,12.577636,0,1
131,8,12.542545,0,1
131,9,12.676076,0,1
131,10,12.847926,0,1
131,11,12.94801,0,1
131,12,12.388394,0,1
131,13,12.99453,0,1
131,14,13.304685,0,1
131,15,13.753635,0,1
131,16,13.337475,0,1
131,17,13.458836,0,1
131,18,13.458836,0,1
131,19,13.270783,0,1
131,20,12.99453,0,1
131,21,13.60479,0,1
131,22,13.514405,0,1
134,17,15.062399,1,0
134,19,15.087235,1,0
134,20,15.090874,1,0
134,21,15.660653,1,0
134,22,15.774196,1,0
135,1,14.180154,0,0
135,2,13.835313,0,0
135,3,14.419827,0,0
135,4,14.310206,0,0
135,5,14.414347,0,0
135,6,14.436087,0,0
135,7,14.755518,0,0
135,8,14.723769,0,0
135,9,14.755557,0,0
135,10,14.690979,0,0
135,11,14.830741,0,0
135,12,14.793837,0,0
135,13,14.91911,0,0
135,14,14.89392,0,0
135,15,14.927368,0,0
135,16,14.927368,0,0
135,17,14.977098,0,0
135,18,14.914123,0,0
135,19,14.823468,0,0
135,20,14.933926,0,0
