consumer_id,income,age,house_price,unemployment_rate,urban_dummy,revenue
126,5,39.901321,82.24398,.99258554,0,622.7973
127,5,41.21085,50.431988,.99355787,1,565.73175
128,5,35.356861,52.638767,.99743837,1,614.37775
129,7.1708603,40.718681,71.835564,.99188757,1,476.03339
130,5,44.350075,50.811893,.99173641,0,360.29364
131,5,35.685215,104.4744,.99884617,1,455.55063
132,5,36.432514,50.190777,.99094033,1,756.70325
133,5,48.236195,55.121304,.99103481,0,548.22534
134,8.4295816,38.127151,85.062637,.9243995,0,506.93762
135,5,35.833599,53.403748,.99386275,1,724.41418
136,5,40.586048,52.328186,.9981299,1,342.62201
137,5,39.533596,50.562191,.99886793,0,420.66956
138,5,43.499905,50.017597,.98368382,1,545.08661
139,59.770332,43.972378,599.96246,.7712,0,577.56232
140,5,44.168682,65.174583,.99406564,1,648.25726
141,8.707222,35.613663,87.511688,.98311847,1,433.97617
142,5,32.007198,51.646626,.99456847,1,426.73758
143,5,46.960747,63.052029,.98521745,0,489.14679
144,5,33.021523,50.344307,.97850466,0,402.12311
145,5,35.47517,124.4456,.99363279,0,592.39862
146,5,35.938488,261.49341,.99896872,0,532.46008
147,8.9686098,34.470917,105.71886,.97020727,0,513.52496
148,5,52.003128,53.402321,.99629843,1,826.05292
149,5,41.927273,50.171486,.98292184,0,520.63177
150,5,43.003345,50.062649,.99908584,1,600.93378
151,41.123291,39.765587,424.62967,.85737354,0,556.63574
152,5,39.802063,50.5345,.99310356,0,448.95679
153,5,36.017006,57.148121,.96676797,1,592.43817
154,5,43.686207,50.232498,.9958216,1,466.76395
155,8.7989693,44.299316,88.547241,.97056341,1,689.77509
156,5,39.933125,50.302216,.99701297,1,551.37036
157,5.2298388,43.191242,53.268242,.98364878,0,374.67926
158,5.7184811,40.585945,60.718868,.99555343,1,401.85681
159,5,38.978611,56.207577,.99455267,1,355.74271
160,12.018582,39.691116,120.6837,.96810383,1,407.80872
161,5,37.224968,51.52824,.9869312,1,558.51129
162,5,40.266346,53.586498,.99940526,0,550.91528
163,5,44.13525,73.59742,.99667501,1,413.43625
164,5,37.403439,50.152164,.999282,1,492.93292
165,5,44.461872,50.094509,.99820316,1,321.30011
166,5,35.259968,50.591702,.99000067,0,658.92102
167,5,43.928185,50.118263,.9955287,1,463.04108
168,70.904556,39.178116,715.58728,.75826079,1,693.79059
169,5,43.926704,75.92823,.99751765,1,404.17059
170,5,40.706608,59.256622,.99592257,1,462.58057
171,5,45.240601,76.217735,.99738878,0,429.47186
172,5,41.326706,271.31851,.99522156,0,448.21552
173,7.7260499,35.071953,105.13278,.98509783,1,379.21915
174,5,45.028069,51.438843,.99886006,1,419.95081
175,5,43.597775,50.432674,.99693412,1,473.64655
176,5,41.610497,50.353222,.99517679,1,425.73062
177,5,38.26857,51.245823,.98979145,1,643.78082
178,5,42.451469,50.187607,.99053049,1,496.35159
179,5,41.482471,55.702831,.99726117,1,552.82141
180,21.550156,41.718082,218.88106,.93898535,1,372.19998
181,5,35.514271,62.488274,.99402231,1,532.7171
182,5,39.15696,51.010456,.998447,1,477.86041
183,5,30.564566,53.80262,.99232423,1,551.79297
184,28.758879,47.958473,288.08072,.9095363,1,634.7254
185,5,39.342018,50.540257,.99335891,0,365.51691
186,9.9494619,41.862858,103.43416,.97285527,1,538.76416
187,5,34.906879,58.644424,.99844956,1,597.79938
188,5,34.117596,213.61324,.99613452,0,763.6109
189,59.811573,39.083233,610.45215,.78103966,1,572.03723
190,5,42.420017,52.994003,.99459314,1,456.99115
191,5,39.966263,58.416904,.99814618,1,679.41418
192,8.9360046,39.620564,120.24349,.98473477,0,484.4375
193,5,41.355289,51.603142,.98905861,1,616.05829
194,37.662384,37.283192,379.03683,.871997,1,412.32425
195,6.3113194,40.894505,66.129959,.99456203,1,442.06976
196,71.71344,41.571423,718.00049,.74489683,1,603.50116
197,5,37.179142,50.765221,.98710322,1,473.70157
198,7.4727602,32.981274,78.89299,.98769999,1,357.39288
199,5,47.121685,51.803383,.99422145,1,614.39691
200,17.890812,44.028427,179.63675,.95029908,1,462.8851
201,6.7656474,36.222,69.206787,.96845943,1,505.87448
202,5,38.804874,50.503845,.99609828,1,581.4765
203,5,36.84108,60.352531,.99811471,1,522.90344
204,7.2492571,38.749527,73.472572,.97701937,1,562.2016
205,5.4949427,36.945576,55.73307,.99586469,1,462.99304
206,123.77784,41.436977,1256.1693,.55761755,1,722.60797
207,5,43.174129,59.622112,.99821699,1,656.26752
208,49.014553,39.632896,491.04605,.83207011,0,540.61157
209,5,33.747368,55.448551,.99667889,1,438.01572
210,5,44.40147,177.35596,.98903978,1,575.19733
211,7.966177,37.181091,82.642159,.98875123,1,467.48016
212,11.741973,45.724937,180.28604,.97492075,1,543.31879
213,5.9004126,38.002651,66.964195,.99403673,1,412.0871
214,5,40.111839,50.896206,.99428433,1,751.92926
215,5.0275745,43.886169,217.70287,.99859315,1,561.04169
216,29.208952,36.607998,299.5231,.907013,1,512.58582
217,5,42.153263,73.689568,.97717059,1,581.56525
218,5,37.719963,50.558418,.9954201,0,569.40143
219,5,51.059666,51.093197,.99688792,0,753.65424
220,5,46.07909,59.606956,.98313659,0,484.48383
221,5,43.296753,50.644241,.99946094,1,692.03662
222,5,39.862068,50.432941,.99890924,1,690.48492
223,178.53342,46.264427,1786.2588,.35723108,1,590.01904
224,256.71866,43.636845,2567.2869,.075025573,1,866.57257
225,5,42.255936,51.201611,.99960411,1,603.83075
226,5,39.69252,167.28333,.99794251,1,343.62814
227,5,47.052105,61.493095,.99313039,1,513.46283
228,5,38.722324,59.572456,.9990595,1,699.71204
229,5,37.398491,52.307228,.99934614,1,552.91644
230,7.9693089,43.408607,79.768021,.98331553,1,590.91962
231,5,42.048065,438.74637,.99962789,0,427.83157
232,8.6805382,36.576691,88.720604,.98373622,1,642.12964
233,25.971077,49.482121,260.34683,.92053056,1,376.70398
234,20.507473,33.083542,349.88831,.9372164,1,549.24506
235,5,43.943268,52.46685,.99899,1,573.94757
236,5,41.655643,55.908428,.99653596,0,427.56454
237,5,39.486008,50.466316,.9985882,1,351.21475
238,7.8127356,39.791298,97.73735,.98166001,0,406.4071
239,5,34.874584,63.505669,.98954225,0,556.5766
240,5,35.143303,50.698528,.99879813,1,507.43512
241,18.035456,37.007343,180.46461,.95168203,1,395.5397
242,5,37.529701,53.621872,.9927581,1,679.43964
243,5,45.854816,58.358349,.97049791,1,643.6239
244,5,41.101971,114.75823,.99155545,1,555.35773
245,121.12428,42.10659,1260.0752,.57325888,1,574.38354
246,5,41.693447,61.207623,.99914211,1,670.64392
247,27.650478,44.771786,276.78781,.89846206,1,562.26904
248,5,43.644218,57.973373,.99309278,0,727.1947
249,5,38.672306,59.513821,.99149889,1,477.53815
250,29.448929,39.544048,294.53662,.91034025,1,624.66876
251,5,34.548584,51.616741,.99403256,1,403.01633
252,5,42.774311,50.105305,.99787259,1,429.40793
253,39.210922,46.280678,392.35849,.86816865,0,508.55411
254,5,47.919384,51.601654,.99951458,0,650.18121
255,6.2398763,48.494373,62.473206,.99269354,1,442.2648
256,12.951396,50.039143,131.59758,.96777028,0,735.19086
257,5,36.983833,53.338665,.99945778,1,667.401
258,5,38.0952,144.41539,.97603458,1,572.26825
259,5,32.857819,89.594109,.99739599,0,619.98376
260,5.8081975,39.568054,58.764996,.99126858,1,432.5177
261,5,39.426014,90.870323,.99514621,1,532.6452
262,5,38.858837,50.034496,.99591768,0,417.19794
263,56.755066,43.119164,567.94714,.80827761,0,591.40735
264,5.6455264,36.218285,61.441185,.99218351,1,757.8584
265,5,37.614571,70.138847,.998357,1,613.35052
266,5,39.450096,51.449459,.99171567,0,607.32336
267,5,36.872169,51.511982,.9980045,1,521.52759
268,16.631662,35.647549,340.41281,.95665938,1,650.29596
269,94.833557,38.30349,988.81378,.66365933,1,634.44818
270,5,39.030727,52.08812,.99302715,1,357.26205
271,5.2633104,38.807976,52.96854,.98223835,1,491.30881
272,5,43.846462,55.021412,.99908537,0,283.74457
273,5,43.468281,50.041183,.99912333,1,600.16095
274,5,36.385422,53.012028,.99788326,1,523.70459
275,8.0767593,43.144619,81.465363,.98654318,0,355.69043
276,5,43.056072,65.898155,.99841183,1,627.68768
277,5,34.005604,52.514397,.98421323,0,565.83429
278,7.8548579,36.5639,94.574303,.98879921,1,603.15485
279,6.2972941,39.32238,69.623726,.97927511,1,483.45395
280,7.8681049,42.454834,80.763016,.98839939,1,575.59894
281,7.16046,37.664925,79.133293,.98129404,1,424.29074
282,5,38.208744,63.363052,.99762404,1,407.80103
283,5,38.651981,50.824577,.97663391,1,427.53882
284,5,43.006435,51.019516,.99798781,1,714.71973
285,5,39.46093,50.343292,.99958807,0,389.25302
286,7.4567862,38.742191,80.950867,.97959906,0,292.37677
287,130.8022,45.85434,1310.6852,.53149009,0,596.45306
288,19.307585,35.072903,196.35497,.92621815,1,305.3577
289,5,40.695465,59.159122,.99848628,1,542.76984
290,5,35.489513,73.485855,.97361499,1,515.25189
291,5,38.018555,52.931591,.99727339,0,432.53461
292,5,34.514801,51.195995,.99810666,1,606.06232
293,5,36.918236,52.436756,.98994118,1,578.55505
294,5,39.979866,58.093018,.99783784,1,641.03735
295,5,45.518963,68.433868,.99878407,0,342.77374
296,5,42.706398,58.015476,.99948019,1,552.95746
297,5,42.519276,59.775654,.99664712,0,577.79382
298,5,40.897099,51.496784,.99656099,1,613.05878
299,5,44.099239,50.576496,.97978431,0,469.83395
300,5,43.086555,53.325439,.99814188,1,515.39636
301,5,43.095066,50.149212,.99951816,0,608.26508
302,26.425594,43.576939,298.25415,.91739881,1,515.896
303,5,41.118355,52.619415,.99335295,1,518.98914
304,5,36.734074,50.056629,.99718422,1,605.09735
305,5.2077179,43.134823,145.24028,.99882174,0,434.44135
306,11.435258,38.697266,122.7763,.97372782,1,437.04599
307,29.365782,37.674191,393.77744,.90273124,1,556.15491
308,5,38.479496,62.859787,.99383312,1,573.86823
309,5,44.007286,63.497524,.99899811,1,479.09531
310,5,38.153122,60.160713,.9978267,0,527.07581
311,5,37.80563,51.159073,.99954027,1,460.78305
312,5,43.180771,53.329926,.99396223,1,518.12421
313,5,36.357368,52.782204,.99918866,1,444.14438
314,5,40.754356,50.802586,.99654812,1,379.0408
315,141.10872,43.30426,1412.4099,.49308243,1,843.06152
316,5,45.611275,50.223591,.99920446,0,605.00464
317,9.2955227,40.865326,93.202835,.98229164,1,476.91113
318,10.360023,42.047634,111.62461,.97889364,1,518.02783
319,15.502536,45.821541,155.40152,.94151157,1,611.13538
320,5,37.107101,50.023613,.9756611,1,380.7681
321,5,38.002544,124.56667,.9970156,1,423.3909
322,6.7427244,35.340435,68.784225,.99168277,1,401.14874
323,5,33.232292,57.164841,.99643534,1,524.71667
324,5,43.53484,50.32177,.99328274,1,483.62845
325,6.5952411,44.232525,100.20478,.99343753,0,416.71524
326,5,42.320148,102.93145,.98549628,1,595.52203
327,5,33.964905,72.459045,.99779493,0,502.4668
328,5,42.748581,50.975185,.99787617,1,571.04547
329,5,37.92907,51.440086,.99829262,0,520.33716
330,5,37.701679,55.115631,.9955973,1,593.53876
331,48.570534,38.592209,487.63004,.8373214,1,658.54907
332,135.97137,39.315144,1360.616,.51758564,1,662.84442
333,5,42.0462,50.233597,.9933579,0,629.68048
334,9.9232788,43.142052,100.66895,.97947961,1,426.11633
335,5,47.774147,53.598675,.99943799,1,599.41602
336,5.33289,39.590466,58.701763,.99751043,1,513.88654
337,5,37.631233,76.192863,.99287069,0,413.41718
338,5,39.815567,51.599644,.9964,1,488.40607
339,5.5945339,44.44418,98.376572,.99256605,1,490.11139
340,20.63937,47.434334,208.18512,.93808085,0,579.41064
341,5,42.448635,72.998802,.99770993,1,610.96857
342,5,34.233063,54.454388,.99475837,1,612.70105
343,6.0395284,39.495476,77.810951,.994932,1,516.77252
344,5.0526853,39.527431,53.292244,.99772274,1,433.65039
345,5,36.650669,244.89844,.99637109,1,455.99948
346,5,33.496265,58.849884,.99647993,1,518.9967
347,5,39.520096,52.162121,.99874711,1,548.43878
348,5,46.568855,112.68829,.99793345,1,520.71826
349,5,43.667526,191.65483,.9928726,1,551.94305
350,6.7364998,39.484802,279.04788,.98405457,1,459.91293
351,6.7479019,43.715767,80.329552,.99346864,0,614.62921
352,5,37.167294,66.246391,.96863848,1,611.96588
353,5,40.706646,50.066765,.99311244,1,413.05133
354,94.696205,40.590511,959.1546,.67153108,1,673.5589
355,9.3989944,42.73053,239.60777,.97908229,1,515.3316
356,5,42.824894,50.838974,.99392951,0,429.18185
357,5,49.654903,63.677979,.99816585,1,504.06699
358,5,38.810928,60.38345,.9977839,1,525.2641
359,5,38.935986,61.988613,.99325317,1,448.29568
360,5,40.143936,50.740696,.99859971,0,526.86212
361,6.937995,42.854813,76.993492,.9905622,1,672.81561
362,5,41.646328,51.966232,.9984439,1,363.96509
363,166.08397,38.859928,1725.3055,.4040193,1,694.27795
364,5,43.181984,128.55135,.98762798,1,614.4024
365,18.517767,40.622406,188.09938,.94922954,1,589.15363
366,5,42.62719,53.210049,.99768049,1,494.46341
367,25.463274,39.573345,284.7298,.9242965,0,608.23059
368,5,37.789661,128.48561,.99588346,1,334.86661
369,5,33.912563,64.332413,.99366462,1,531.43243
370,5.0310826,42.334026,72.727852,.99902827,1,660.09753
371,20.46273,43.642437,208.34949,.93601525,1,469.8316
372,5,40.995659,57.407402,.86141443,1,445.61322
373,263,37.227795,2631.7263,.053610355,0,795.8858
374,5,39.912628,51.037777,.97749496,0,592.38159
375,5,47.168091,59.797703,.99683076,1,626.31677
376,7.740591,44.706337,100.50986,.98782921,1,561.21033
377,28.840822,38.21286,288.66318,.90958309,1,633.22302
378,5,47.61293,54.018768,.99659985,1,649.03473
379,5,39.609955,50.644726,.99723166,1,639.81378
380,5,50.360764,50.17025,.98905039,1,779.54065
381,70.2388,38.736736,717.2262,.75686425,1,666.46893
382,8.1736403,39.794693,82.747177,.98694897,1,313.08987
383,42.49152,39.378384,426.08606,.85682195,0,565.23145
384,24.420509,49.324768,334.08133,.92215055,1,495.01328
385,5,41.354042,50.081425,.99240065,0,643.69708
386,87.54454,43.266224,877.75433,.68978256,0,565.78516
387,5,40.095482,52.489414,.99215633,0,478.7049
388,5,40.720406,50.08675,.99777716,1,494.15042
389,5,41.915272,50.870949,.99929285,1,375.00998
390,5,36.520634,76.139816,.99413979,1,580.28058
391,5.250083,33.884949,57.84848,.99142832,0,422.86191
392,5,41.243618,53.397335,.99868524,1,562.86755
393,8.6494789,45.203156,88.115959,.98582608,1,682.0257
394,5.825141,41.321335,58.362579,.99577916,1,467
395,10.108732,43.043114,102.50246,.97850257,1,657.96704
396,5,34.389244,50.066242,.98444366,1,550.23181
397,5,39.798832,64.232086,.99350333,0,490.23566
398,10.070178,42.867809,102.79577,.97532833,0,590.31921
399,6.5745111,39.185825,69.681725,.99010223,0,564.88074
400,5,45.10611,63.138653,.98974854,0,391.25595
401,5,38.979721,51.177322,.99869734,1,598.01221
402,5,48.929546,52.455109,.99785715,1,557.72089
403,7.2732034,44.339352,112.46624,.98770887,0,411.3609
404,5,35.936989,50.910088,.99715757,1,586.84766
405,5,37.272297,50.02668,.9913218,1,311.10132
406,17.669235,44.641884,184.79691,.94865888,0,480.70758
407,5,48.40007,50.358959,.99643838,1,422.40451
408,13.507196,44.807247,135.45921,.9606027,1,437.04401
409,5,43.701572,56.614037,.99627095,0,443.89798
410,165.59242,44.241177,1657.9218,.41026485,1,655.80334
411,5,39.110924,53.885403,.99874014,0,625.93597
412,5,35.059616,53.708195,.99672663,0,440.39825
413,5,48.907223,143.92389,.99904746,1,429.18149
414,5,42.432648,50.622883,.98904723,1,536.2309
415,5,45.227264,50.768112,.99644864,1,249.79919
416,24.890884,45.719841,249.19029,.92447716,0,457.04153
417,10.499784,42.935776,116.43562,.97549576,1,494.07724
418,5,36.321312,52.753735,.99490196,1,568.60822
419,5,35.109074,76.532051,.99510539,0,555.20398
420,5,41.580391,51.792805,.99411863,0,426.75635
421,5,35.531864,51.215378,.99592352,1,610.1264
422,5,34.061344,50.024303,.99866855,1,515.11615
423,5,35.952148,50.674156,.99811941,0,461.48099
424,66.034866,41.853947,660.53693,.77376986,0,732.48248
425,5,49.073658,54.216301,.99946702,0,474.85654
426,5,45.418888,71.661438,.99927628,1,700.67883
427,13.962822,36.703892,139.86673,.96041757,1,712.93939
428,5,39.72366,51.879269,.99909198,1,563.90332
429,13.884625,41.291622,155.9586,.93163097,1,359.46463
430,5,35.515945,63.455048,.99805391,1,386.38812
431,5,41.706409,50.534191,.9912287,1,493.65561
432,11.823956,38.281525,119.22472,.97343689,1,590.49518
433,5,42.77256,51.5215,.9965055,1,631.12048
434,28.793951,36.94582,293.10583,.91169107,1,449.97372
435,5,38.375916,50.93924,.99456793,1,552.93372
436,5,38.166176,51.061493,.99482709,1,574.87146
437,5,38.620152,75.370384,.99635661,1,608.80634
438,25.580696,32.196735,349.54657,.91677994,1,558.24933
439,5,39.538563,50.127548,.99522513,1,648.07001
440,23.18709,41.857124,428.62173,.93206036,0,553.70746
441,5,40.483398,63.080448,.99471033,0,503.33627
442,46.908836,42.299267,477.09607,.84429801,1,554.32129
443,76.437233,40.871315,770.12701,.73514599,1,498.87311
444,5.1170278,47.607468,51.241711,.99215561,1,457.4566
445,5,40.197254,63.931438,.99485981,0,503.88632
446,5,35.894573,52.899612,.9928782,1,516.12799
447,5,40.14344,328.54269,.99819624,1,358.47714
448,5,43.468193,50.394558,.99733943,1,426.00308
449,22.783697,42.989834,230.91101,.93393016,0,497.25989
450,5,34.985149,50.107105,.99626499,1,693.02582
451,5,41.777081,50.924076,.98656708,1,175.41167
452,97.198013,42.543995,975.33252,.66120088,1,548.18677
453,7.1356974,37.562523,82.634964,.99186409,1,591.21698
454,5,37.482349,52.181858,.99708408,1,451.41437
455,5,32.43084,50.672855,.99354702,1,520.27704
456,7.7416244,38.299507,86.890785,.98775595,1,599.06934
457,5,32.85347,50.331661,.99817574,1,693.66742
458,24.337069,41.160114,249.83871,.92759579,1,594.53778
459,5.2669382,43.900558,150.65681,.99507922,1,546.52484
460,5,44.589951,51.833775,.99701071,0,568.26324
461,5,39.80732,52.423862,.96382529,1,576.19727
462,10.052312,45.535408,100.80407,.97440845,0,445.94357
463,5,41.514053,55.649677,.99823332,1,502.1658
464,5,46.179184,57.079411,.99942112,1,551.9375
465,29.255432,37.821033,292.69199,.90581828,1,558.98157
466,68.315514,32.827358,683.44055,.7660929,1,591.60297
467,5,33.726456,57.507328,.99551433,1,415.58453
468,5.1479588,40.866596,52.726494,.99505329,0,528.87067
469,5,40.139412,55.687298,.99954993,0,467.43045
470,5,40.498264,461.4436,.97074229,1,548.75897
471,5,46.502762,65.635719,.99852407,1,443.99881
472,5,41.696274,51.378052,.99395001,1,640.46021
473,6.5281315,41.654522,96.568443,.98849845,1,637.31641
474,16.975561,37.268753,199.09134,.95319569,0,501.38138
475,5,36.570633,56.269882,.99788737,1,564.60144
476,5,35.708252,52.638638,.99718457,1,467.80652
477,5.8949285,41.854179,59.008053,.97983813,1,699.93988
478,5,49.309067,62.160095,.99605989,1,556.8147
479,5,36.903484,54.455845,.98834336,1,465.97919
480,5,36.1917,56.42556,.99279898,1,530.68134
481,5,42.694744,60.798031,.99349749,0,456.65195
482,5,44.548244,50.877575,.99931473,1,464.4808
483,5,30.336859,169.27771,.99814284,1,516.24652
484,5,38.401665,50.293591,.99719536,1,520.02863
485,5,44.163647,53.215519,.99979866,1,464.74835
486,5,42.973442,92.837753,.99605703,1,520.1604
487,23.296631,39.625607,236.59502,.92369932,0,436.52728
488,5,36.949604,50.965099,.9942767,1,295.12625
489,5,29.91326,50.7691,.98670441,1,514.44421
490,15.080879,39.357536,153.39615,.96001446,1,615.32013
491,5,43.077259,51.496174,.99754995,1,359.76837
492,29.233845,45.474136,292.61517,.91058981,0,631.70459
493,5,37.916763,68.772263,.9982875,1,673.40289
494,5,31.065573,54.43412,.99087942,1,444.34283
495,5,42.903206,50.073551,.99184328,0,432.85739
496,5,36.281021,109.75098,.99288052,1,527.92316
497,11.290876,32.071613,142.68391,.97002614,1,368.15015
498,80.074158,33.092972,1130.6,.71987683,1,626.98755
499,5,46.007393,50.031921,.98631936,1,730.08722
500,84.292755,43.998329,872.27985,.70714003,1,577.31421
501,29.894936,42.502079,303.48544,.90731901,1,487.02826
502,59.616043,44.445271,633.7312,.79777682,1,580.95032
503,5,39.984272,54.29039,.99351859,1,569.53546
504,9.6939297,37.434193,100.28594,.98162121,0,550.6936
505,5,38.366734,52.131569,.9981516,0,561.84204
506,5,41.939907,64.688461,.99769413,0,418.45651
507,5,47.615604,63.293121,.9008007,0,518.2619
508,5,38.933681,58.727722,.9911983,0,580.03613
509,5,37.939739,62.16983,.99627459,1,422.3613
510,5.5436802,44.849632,1658.9252,.99583906,1,684.01563
